Name_lang,InitialRotation_0,InitialRotation_1,InitialRotation_2,ID,GameObjectID,Flags,Type,ModelType,ModelFileDataID,ThumbnailFileDataID,WeightCost,ItemID,InitialScale,FirstTimeAcquisitionXP,OrderIndex,Field_12_0_0_63534_015,StartingQuantity,UiModelSceneID
"Auspicious Imperial Lion",0,0,0,16102,0,1283,1,1,7509686,7519069,5,264725,1,0,2500,2,0,0
"Arakkoan Alchemist's Concoction",0,0,0,16219,0,3,1,1,191825,7428269,1,264899,1,10,2520,2,0,0
"Arakkoan Alchemist's Bottle",0,0,0,16220,0,3,1,1,191826,7433538,1,264900,1,10,2521,2,0,0
"[DNT] 12PH_Leg_7NE_Druid_StoneRune01.M2",0,0,0,16221,0,192,1,1,7515605,7521260,5,264901,1,0,2522,0,0,0
"Decorated Underground Table",0,0,0,16227,0,3,1,1,4689406,7521648,3,264915,1,10,2527,2,0,0
"Loamm Bartering Stall",0,0,0,16228,619182,3,1,1,4689410,7521649,5,264916,1,10,2528,3,0,0
"Ceramic Loamm Bowl",0,0,0,16229,0,3,1,1,4884000,7521650,1,264917,1,10,2529,2,0,0
"Zaralek Candles",0,0,0,16230,0,3,1,1,4907678,7521651,1,264918,1,10,2530,2,0,0
"Loamm Archway",0,0,0,16231,0,3,1,1,4913563,7521652,5,264919,1,10,2531,2,0,0
"Gooey Niffen Jar",0,0,0,16232,0,3,1,1,5001189,7521653,1,264920,1,10,2532,2,0,0
"Zaralek Snail Cart",0,0,0,16233,0,3,1,1,5002668,7521654,5,264921,1,10,2533,3,0,1452
"Strong Sniffin' Incense",0,0,0,16234,0,3,1,1,5002711,7521655,1,264922,1,10,2534,2,0,0
"Underdecorated Underground Table",0,0,0,16235,0,3,1,1,5051824,7521656,3,264923,1,10,2535,2,0,0
"Loamm Wheelpot",0,0,0,16236,0,3,1,1,5096997,7521657,3,264924,1,10,2536,2,0,1452
"Kilnmaster's Bucket",0,0,0,16237,0,3,1,1,5151238,7521658,1,264925,1,10,2537,2,0,0
"Deactivated Consortium Translocation Portal",0,0,0,16314,0,131,1,1,1664986,7524462,100,265031,1,0,2540,0,0,0
"Hearty Niffen Grub",0,0,0,16315,0,3,1,1,4884004,7521266,1,265032,1,10,2541,2,0,0
"Zul'Aman Brazier Post",0,0,0,16316,0,3,1,1,6163862,7524456,5,265033,0.80000001192,10,2542,3,0,0
"[DNT] [AUTOGEN] 12DU_MaisaraHills_Ritual_EncounterAltar01.M2",0,0,0,16317,0,131,1,1,7506777,7524464,0,265034,1,0,2543,0,0,0
"Farstriders' Pride Statue",0,0,0,16691,0,3,1,1,6684020,7525986,5,265106,0.60000002384,10,2548,2,0,0
"Draenei Holo-Junction",0,0,0,16754,0,131,4,1,192430,7426031,1,265331,1,10,2549,0,0,0
"[DNT] [AUTOGEN] 12PH_Folk_WaterWell01.M2",0,0,0,16755,0,131,1,1,7516799,7527580,3,265332,1,0,2550,0,0,0
"Fortified Amani Awning",0,0,0,16808,0,3,2,1,6153836,7531417,5,265386,1,10,2551,3,0,0
"Cuddly Tomato Grrgle",0,0,0,16811,0,1027,1,1,7525410,7531421,1,265387,1,0,2552,2,0,0
"Cuddly Lemon Grrgle",0,0,0,16812,0,1027,1,1,7525411,7531425,1,265388,1,0,2553,2,0,0
"Cuddly Cotton Candy Grrgle",0,0,0,16813,0,1027,1,1,7525412,7531431,1,265389,1,0,2554,2,0,0
"Cuddly Mint Grrgle",0,0,0,16814,0,1027,1,1,7525413,7531433,1,265390,1,0,2555,2,0,0
"Cuddly Magenta Grrgle",0,0,0,16815,0,1027,1,1,7525414,7531439,1,265391,1,0,2556,2,0,0
"Cuddly Sunset Grrgle",0,0,0,16816,0,1027,1,1,7525415,7531441,1,265392,1,0,2557,2,0,0
"Cuddly Mauve Grrgle",0,0,0,16817,0,1027,1,1,7525416,7531445,1,265393,1,0,2558,2,0,0
"Cuddly Pearl Grrgle",0,0,0,16818,0,1027,1,1,7525417,7531449,1,265394,1,0,2559,2,0,0
"Cuddly Charcoal Grrgle",0,0,0,16819,0,1027,1,1,7525418,7531453,1,265395,1,0,2560,2,0,0
"Cuddly Onyx Grrgle",0,0,0,16820,0,1027,1,1,7525419,7531457,1,265396,1,0,2561,2,0,0
"Cuddly Bright Grrgle",0,0,0,16821,0,1027,1,1,7525420,7531461,1,265397,1,0,2562,2,0,0
"Cuddly Juniper Grrgle",0,0,0,16822,0,1027,1,1,7531400,7531465,1,265398,1,0,2563,2,0,0
"Loammy Soil",0,0,0,16962,0,3,1,1,605596,7521711,1,265541,1,10,2564,2,0,0
"[DNT] [AUTOGEN] 12BE_BloodElf_Decor_DraperySet05.m2",0,0,0,16963,0,131,1,1,6718402,7537027,3,265542,1,0,2565,0,0,0
"Cuddly Basil Grrgle",0,0,0,16964,0,1027,1,1,7525443,7537043,1,265544,1,0,2566,2,0,0
"Cuddly Void Grrgle",0,0,0,16965,0,1027,1,1,7525444,7537048,1,265545,1,0,2567,2,0,0
"Cuddly Fel Grrgle",0,0,0,16966,0,1027,1,1,7525445,7537051,1,265546,1,0,2568,2,0,0
"Cuddly Spectral Grrgle",0,0,0,16967,0,1027,1,1,7525446,7537055,1,265547,1,0,2569,2,0,0
"Cuddly Emerald Grrgle",0,0,0,16968,0,1027,1,1,7525447,7537059,1,265548,1,0,2570,2,0,0
"Cuddly Metallic Grrgle",0,0,0,16969,0,1027,1,1,7525483,7537063,1,265549,1,0,2571,2,0,0
"Cuddly Verdant Grrgle",0,0,0,16970,0,1027,1,1,7525484,7537067,1,265550,1,0,2572,2,0,0
"Cuddly Cobalt Grrgle",0,0,0,16971,0,1027,1,1,7525485,7537071,1,265551,1,0,2573,2,0,0
"Cuddly Teal Grrgle",0,0,0,16972,0,1027,1,1,7525486,7537075,1,265552,1,0,2574,2,0,0
"Cuddly Ochre Grrgle",0,0,0,16973,0,1027,1,1,7525487,7537079,1,265553,1,0,2575,2,0,0
"Spring Blossom Stepping Stone",0,0,0,16974,0,259,4,1,7297709,7537151,1,265555,1,0,2576,2,0,0
"Spring Blossom Privacy Screen",0,0,0,16975,0,259,1,1,7297711,7537156,3,265556,1,0,2577,2,0,0
"Spring Blossom Stepping Stone Duo",0,0,0,16976,0,259,4,1,7484800,7537547,1,265557,1,0,2578,2,0,0
"Spring Blossom Stepping Stone Trio",0,0,0,16977,0,259,4,1,7484801,7537549,1,265558,1,0,2579,2,0,0
"Spring Blossom Stepping Stone Collection",0,0,0,16978,0,259,4,1,7484802,7537554,3,265559,1,0,2580,2,0,0
"Farstriders' Glory Statue",0,0,0,17294,0,3,1,1,6684021,7539439,5,265631,0.60000002384,10,2581,2,0,0
"[DNT] [AUTOGEN] 12PH_Durotar_Barrel_Large01.M2",0,0,0,17295,0,131,1,1,7517723,7539519,5,265633,1,0,3279,0,0,0
"[DNT] [AUTOGEN] 12PH_Durotar_Keg01.M2",0,0,0,17296,0,131,1,1,7517724,7539520,5,265634,1,0,3280,0,0,0
"Elegant Storage Table",0,0,0,17358,0,3,1,1,7506481,7540012,3,265653,1,0,2594,1,0,0
"Elegant Elven Washbasin",0,0,0,17359,0,3,1,1,7506482,7540016,3,265654,1,0,2595,1,0,0
"Preyseeker's Magister Effigy",0,0,0,17439,0,3,1,1,7430522,7456002,3,265681,1,10,2598,2,0,0
"Preyseeker's Tinker Effigy",0,0,0,17440,0,3,1,1,7430523,7456020,3,265682,1,10,2599,2,0,0
"Preyseeker's Ethereal Effigy",0,0,0,17441,0,3,1,1,7430525,7456010,3,265683,1,10,2600,2,0,0
"Preyseeker's Breaker Effigy",0,0,0,17442,0,3,1,1,7430526,7455986,3,265684,1,10,2601,2,0,0
"Preyseeker's Amani Effigy",0,0,0,17443,0,3,1,1,7430527,7456028,3,265685,1,10,2602,2,0,0
"Preyseeker's Rutaani Effigy",0,0,0,17444,0,3,1,1,7430529,7455994,3,265686,1,10,2603,2,0,0
"Preyseeker's Vindicator Effigy",0,0,0,17446,0,3,1,1,7430530,7487124,3,265687,1,10,2604,2,0,0
"Preyseeker's Consul Effigy",0,0,0,17447,0,3,1,1,7430531,7455974,3,265688,1,10,2605,2,0,0
"Preyseeker's Executor Effigy",0,0,0,17449,0,3,1,1,7430532,7455978,3,265689,1,10,2606,2,0,0
"Preyseeker's Knight-Errant Effigy",0,0,0,17450,0,3,1,1,7430533,7487148,3,265690,1,10,2607,2,0,0
"Preyseeker's Wretched Effigy",0,0,0,17452,0,3,1,1,7430534,7487170,3,265691,1,10,2608,2,0,0
"Preyseeker's Thornspeaker Effigy",0,0,0,17453,0,3,1,1,7430535,7491935,3,265692,1,10,2609,2,0,0
"Preyseeker's Twilight Effigy",0,0,0,17454,0,3,1,1,7430536,7487116,3,265694,1,10,2610,2,0,0
"Preyseeker's Magister Bust",0,0,0,17455,0,3,1,1,7450031,7456006,3,265696,1,10,2611,2,0,0
"Preyseeker's Tinker Bust",0,0,0,17456,0,3,1,1,7450032,7456024,3,265697,1,10,2612,2,0,0
"Preyseeker's Ethereal Bust",0,0,0,17457,0,3,1,1,7450034,7456016,3,265698,1,10,2613,2,0,0
"Preyseeker's Breaker Bust",0,0,0,17458,0,3,1,1,7450035,7455990,3,265699,1,10,2614,2,0,0
"Preyseeker's Amani Bust",0,0,0,17459,0,3,1,1,7450036,7456032,3,265700,1,10,2615,2,0,0
"Preyseeker's Rutaani Bust",0,0,0,17460,0,3,1,1,7450038,7455998,3,265701,1,10,2616,2,0,0
"Preyseeker's Vindicator Bust",0,0,0,17462,0,3,1,1,7450039,7487128,3,265702,1,10,2617,2,0,0
"Preyseeker's Consul Bust",0,0,0,17464,0,3,1,1,7450040,7455970,3,265703,1,10,2618,2,0,0
"Preyseeker's Executor Bust",0,0,0,17465,0,3,1,1,7450041,7455982,3,265704,1,10,2619,2,0,0
"Preyseeker's Knight-Errant Bust",0,0,0,17467,0,3,1,1,7450042,7487156,3,265705,1,10,2620,2,0,0
"Preyseeker's Wretched Bust",0,0,0,17469,0,3,1,1,7450043,7487172,3,265706,1,10,2621,2,0,0
"Preyseeker's Thornspeaker Bust",0,0,0,17472,0,3,1,1,7450044,7543046,3,265707,1,10,2622,2,0,0
"Preyseeker's Twilight Bust",0,0,0,17474,0,3,1,1,7450045,7487120,3,265708,1,10,2623,2,0,0
"[DNT] [AUTOGEN] 12BE_BloodElf_Crafting_Tongs01.m2",0,0,0,17476,0,131,1,1,6033618,7489626,1,265709,1,0,2624,0,0,0
"Haranir Canopy Bed",0,0,0,17515,0,3,1,1,4899958,7543048,5,265791,1,10,2629,2,0,0
"Fungarian Vine Fence",0,0,0,17516,0,3,1,1,6851751,7547914,1,265792,1,10,2630,2,0,0
"[DNT] [AUTOGEN] 12FN_Fungarian_Navigation_Fence02.m2",0,0,0,17517,0,131,1,1,6851756,7547915,0,265793,1,0,2631,0,0,0
"Preyseeker's Plinth",0,0,0,17518,0,3,1,1,7302391,7547916,1,265794,1,10,2632,2,0,0
"Preyseeker's Ornate Plinth",0,0,0,17519,0,3,1,1,7302392,7547917,1,265795,1,10,2633,2,0,0
"Preyseeker's Ren'dorei Effigy",0,0,0,17520,0,3,1,1,7430524,7487110,3,265796,1,10,2634,2,0,0
"Preyseeker's Farstrider Effigy",0,0,0,17521,0,3,1,1,7430528,7487176,3,265797,1,10,2635,2,0,0
"Preyseeker's Ren'dorei Bust",0,0,0,17522,0,3,1,1,7450033,7487112,3,265798,1,10,2636,2,0,0
"Preyseeker's Farstrider Bust",0,0,0,17523,0,3,1,1,7450037,7487180,3,265799,1,10,2637,2,0,0
"High-Mounted Razorwind Bowl Chandelier",0,0,0,17609,0,3,3,1,7550546,7550696,3,265924,0.5,0,2643,1,0,0
"Razorwind Bowl Chandelier",0,0,0,17610,0,3,3,1,7550547,7550698,3,265925,0.5,0,2644,1,0,0
"Low-Hanging Razorwind Bowl Chandelier",0,0,0,17611,0,3,3,1,7550548,7550692,3,265926,0.5,0,2645,1,0,0
"[DNT] [AUTOGEN] 11WE_WildElves_Furniture_Table01.m2",0,0,0,17626,0,131,1,1,5163361,7549651,0,265947,1,0,2646,0,0,0
"[DNT] [AUTOGEN] 11WE_WildElves_Furniture_Table03.m2",0,0,0,17627,0,131,1,1,6371016,7549653,0,265948,1,0,2647,0,0,0
"March on Quel'Danas Vanquisher's Aureate Trophy",0,0,0,17628,0,1795,1,1,7550710,7551389,1,265949,1,10,2648,4,0,0
"Dreamrift Vanquisher's Aureate Trophy",0,0,0,17629,0,1795,1,1,7550712,7551396,1,265950,1,10,2649,4,0,0
"Voidspire Vanquisher's Aureate Trophy",0,0,0,17630,0,1795,1,1,7550713,7551403,1,265951,1,10,2650,4,0,0
"Elegant Cushioned Chaise",0,0,0,17740,621536,131,1,1,7324300,7552396,3,266064,1,0,2653,1,0,1452
"Spring Blossom Tea Set",0,0,0,17747,0,259,1,1,7297712,7552554,1,266068,1,0,2654,2,0,0
"Spring Blossom Table",0,0,0,17748,0,259,1,1,7448146,7552560,1,266069,1,0,2655,2,0,0
"Lush Garden Fungal Table",0,0,0,17749,0,259,1,1,7448147,7552561,3,266070,1,0,2656,2,0,0
"Auspicious Wooden Chair",0,0,0,17750,621571,1283,1,1,7509681,7552574,3,266071,1,0,2657,2,0,0
"[DNT] [AUTOGEN] 12PH_Opulent_Barrel02.M2",0,0,0,17751,0,131,1,1,7552410,7552617,1,266072,1,0,2658,0,0,0
"[DNT] [AUTOGEN] 12PH_Opulent_Barrel02_Open.M2",0,0,0,17752,0,131,1,1,7552411,7552621,1,266073,1,0,2659,0,0,0
"[DNT] [AUTOGEN] 12PH_Opulent_Bench_Long01.M2",0,0,0,17753,0,131,1,1,7552487,7552631,3,266074,1,0,2660,0,0,0
"[DNT] [AUTOGEN] 12FN_Fungarian_Lighting_LampPost01.m2",0,0,0,17785,0,131,1,1,6851757,7553255,0,266126,1,0,2661,0,0,0
"[DNT] - Anim doesn't play - Self-Pouring 590 Quel'Lithien Red",0,0,0,17786,621688,64,1,1,7553064,7553275,1,266127,1,0,2662,0,0,0
"Gilded Silvermoon Gazebo",0,0,0,17787,0,131,1,1,6435832,7553335,5,266130,1,0,2663,1,0,0
"Lush Garden Hedge",0,0,0,17792,0,259,1,1,7297701,7553504,3,266162,1,0,2665,2,0,0
"Lush Garden Fungal Planter",0,0,0,17793,0,259,1,1,7297703,7553505,3,266163,1,0,2666,2,0,0
"Lush Garden Fungal Picnic",0,0,0,17794,0,259,1,1,7297705,7553508,3,266164,1,0,2667,2,0,1452
"Spring Blossom Lantern",0,0,0,17795,621771,259,1,1,7297708,7553510,1,266165,1,0,2668,2,0,0
"Spring Blossom Tranquility Garden",0,0,0,17796,0,259,1,1,7297710,7553513,5,266166,1,0,2669,2,0,1452
"Spring Blossom Pond",0,0,0,17797,0,259,1,1,7484798,7553517,5,266167,1,0,2670,2,0,1452
"[DNT] [AUTOGEN] 12SN_Snakeoid_Decor_Canopy01.m2",0,0,0,17798,0,131,1,1,7277133,7553551,5,266168,1,0,3282,0,0,0
"Soulcoiler Canopy",0,0,0,17799,0,3,1,1,7277140,7553553,3,266169,1,10,2672,2,0,1452
"Flat Snakeskin Canopy",0,0,0,17800,0,3,1,1,7277141,7553558,5,266170,1,10,3257,2,0,1452
"Short Hanging Tavern Lantern",0,0,0,17862,0,3,3,1,7205469,7554228,1,266233,0.69999998808,0,2685,1,0,0
"Saltfang Shoals Large Garden Cluster",0,0,0,17863,0,3,1,1,7552284,7554092,5,266234,1,0,2686,1,0,0
"Razorwind Cactus Large Garden Cluster",0,0,0,17864,0,3,1,1,7552285,7554096,5,266235,1,0,2687,1,0,1452
"Razorwind Blooms Large Garden Cluster",0,0,0,17865,0,3,1,1,7552286,7554224,5,266236,1,0,2688,1,0,1318
"Runetotem's Bounty Large Garden Cluster",0,0,0,17866,0,3,1,1,7552287,7554232,5,266237,1,0,2689,1,0,1452
"Cragthorn Highlands Large Garden Cluster",0,0,0,17867,0,3,1,1,7552288,7554088,5,266238,1,0,2690,1,0,1452
"Outer Banks Large Garden Cluster",0,0,0,17868,0,3,1,1,7552289,7554059,5,266239,1,0,2691,1,0,1318
"Founder's Point Large Garden Cluster",0,0,0,17869,0,3,1,1,7552290,7554080,5,266240,1,0,2692,1,0,1528
"Brumewood Hollow Large Garden Cluster",0,0,0,17870,0,3,1,1,7552291,7554071,5,266241,1,0,2693,1,0,0
"Gilded Oaks Large Garden Cluster",0,0,0,17871,0,3,1,1,7552292,7554055,5,266242,1,0,2694,1,0,1318
"Stoneveil Ridge Large Garden Cluster",0,0,0,17872,0,3,1,1,7552293,7554084,5,266243,1,0,2695,1,0,1318
"Granite Cobblestone Path Corner",0,0,0,17873,0,3,4,1,7553110,7554063,3,266244,1,0,2696,1,0,0
"Granite Cobblestone Path Arc",0,0,0,17874,0,3,4,1,7553111,7554067,3,266245,1,0,2697,1,0,0
"Hanging Tavern Lantern",0,0,0,17879,0,3,3,1,7205470,7554388,1,266249,0.69999998808,0,2698,1,0,0
"Long Hanging Tavern Lantern",0,0,0,17880,0,3,3,1,7205471,7554392,1,266250,0.69999998808,0,2699,1,0,0
"Altar of the Shul'ka",0,0,0,17886,0,3,1,1,6310381,7554077,3,266259,1,10,2704,2,0,1452
"[DNT] [AUTOGEN] 12PH_Opulent_Crate02_Open.M2",0,0,0,17887,0,131,1,1,7554180,7555063,1,266260,1,0,2705,0,0,0
"[DNT] [AUTOGEN] 12PH_Opulent_Rug03.M2",0,0,0,17888,0,131,1,1,7554196,7555065,3,266261,1,0,2706,0,0,0
"[DNT] [AUTOGEN] 12PH_Leg_Zandalari_Mask_01.M2",0,0,0,17889,0,192,1,1,7555186,7556036,0,266306,1,0,2707,0,0,0
"Granite Cobblestone Long Path",0,0,0,17918,0,3,4,1,7557398,7557756,3,266443,1,0,2710,1,0,0
"Granite Cobblestone Path",0,0,0,17919,0,3,4,1,7557399,7557752,1,266444,1,0,2711,1,0,0
"March on Quel'Danas Vanquisher's Gleaming Trophy",0,0,0,18396,0,1795,1,1,7556292,7562197,1,266885,1,10,2715,4,0,0
"Dreamrift Vanquisher's Gleaming Trophy",0,0,0,18397,0,1795,1,1,7556293,7562200,1,266886,1,10,2716,4,0,0
"Voidspire Vanquisher's Gleaming Trophy",0,0,0,18398,0,1795,1,1,7556294,7562202,1,266887,1,10,2717,4,0,0
"[DNT] DR_DRAENEI_HOLORUNES02.M2 - Do not use - duplicate",0,0,0,18482,0,192,1,1,192430,7426031,100,267006,1,0,2718,0,0,0
"Eye of Acherus",0,0,0,18483,0,3,1,1,328250,7568382,5,267007,0.10000000149,10,2719,2,0,0
"Crucible Votive Rack",0,0,0,18484,0,3,1,1,1959305,7568392,3,267008,1,10,2720,2,0,0
"Amani Training Dummy",0,0,0,18485,0,3,1,1,6212435,7557339,3,267009,1,10,2721,2,0,0
"[DNT] [AUTOGEN] 12SN_Snakeoid_Decor_Canopy04.m2",0,0,0,18486,0,131,1,1,7354104,7568692,5,267010,1,0,3281,0,0,0
"Ornate Elven Stove",0,0,0,18614,625602,35,1,1,7506483,7554100,3,267075,1,0,2724,1,0,1580
"Amani Blueflame Chandelier",0,0,0,18615,0,3,3,1,6153830,7569987,3,267080,1,10,2725,3,0,0
"[DNT] [AUTOGEN] 12BE_BloodElf_Ritual_Tome02_Open.m2",0,0,0,18616,0,131,1,1,6696229,7569993,3,267081,1,0,2726,0,0,0
"Ornate Cosmic Table",0,0,0,18617,0,3,1,1,6885569,7569995,5,267082,1,10,2727,2,0,0
"Razorwind Campfire Grill",0,0,0,18618,625643,35,1,1,7080289,7570000,3,267083,1,0,2728,1,0,1452
"Founder's Point Hay Bale",0,0,0,18619,0,3,1,1,7550626,7570004,3,267084,1,0,2729,1,0,1580
"Iron Candlelight Lantern",0,0,0,18620,0,3,1,1,7048170,7570011,1,267088,1,0,2730,1,0,0
"[DNT] [AUTOGEN] 12PH_Leg_7NB_Nightborn_Fountain03.M2",0,0,0,18792,0,131,1,1,7132066,7570748,5,267201,1,0,2731,0,0,0
"Elegant Elven Water Well",0,0,0,18793,0,3,1,1,7552514,7568682,5,267202,1,0,2732,1,0,0
"Lush Garden Stable",0,0,0,18794,0,259,1,1,7297700,7570040,5,267203,1,0,2733,2,0,0
"[DNT] [AUTOGEN] 12PH_Folk_Candelabra01.m2",0,0,0,18795,625764,131,1,1,7345174,7570034,3,267204,1,0,2734,0,0,0
"Purified Folk Candle",0,0,0,18796,625765,3,1,1,7345175,7570036,1,267205,1,10,2735,2,0,0
"[DNT] [AUTOGEN] 12PH_Opulent_Chair_Dining_Small01.M2",0,0,0,18797,625766,131,1,1,7554165,7570771,3,267206,1,0,2736,0,0,0
"Amani Territorial Totem",0,0,0,18798,0,3,1,1,6195758,7570816,5,267207,1,10,2737,3,0,0
"[DNT] [AUTOGEN] 12FN_Fungarian_Crafting_Anvil01.m2",0,0,0,18799,0,131,1,1,6225681,7570732,3,267208,1,0,2738,0,0,0
"Open Void Elf Bedroll",0,0,0,18800,0,3,1,1,6701003,7570820,3,267209,1,10,2739,2,0,0
"[DNT] [AUTOGEN] 12AL_ArmyofLight_Defense_WeaponRack01.m2",0,0,0,18801,0,131,1,1,7319864,7570742,3,267210,1,10,2740,0,0,0
"Luminant Scout's Golden Fence",0,0,0,18802,0,3,1,1,7319865,7570738,3,267211,1,10,2741,2,0,0
"[DNT] [AUTOGEN] 12AL_ArmyofLight_Defense_Spear01.m2",0,0,0,18825,0,131,1,1,7115739,7575496,3,267254,1,10,2742,0,0,0
"[DNT] [AUTOGEN] 12PH_Leg_6HU_Barracks_WoodBenchSmall.M2",0,0,0,18826,626563,192,1,1,7571145,7575504,1,267255,1,0,2743,0,0,0
"Purified Elven Mirror",0,0,0,18880,0,3,2,1,7554177,7579453,3,267355,1,10,2751,2,0,0
"[DNT] [AUTOGEN] 12PH_Opulent_Bed_Small01.M2",0,0,0,18881,0,131,1,1,7554170,7579451,3,267356,1,0,2752,0,0,0
"Banner of Five Dawns",0,0,0,18897,0,3,1,1,6877676,7474397,3,267372,1,0,2756,2,0,0
"[DNT] [AUTOGEN] 12PH_Leg_7NB_Nightborn_Bookshelf01_filled.M2",0,0,0,18898,0,131,1,1,7579482,7580840,5,267373,1,0,2757,0,0,0
"[DNT] [AUTOGEN] 12PH_Folk_Chandelier02.m2",0,0,0,18899,626997,131,3,1,7345176,7580860,1,267374,1,0,2758,0,0,0
"Ula'tek Ritual Monolith",0,0,0,18900,0,3,1,1,7277152,7581335,5,267377,1,10,2759,2,0,0
"Venom Scholar's Focus",0,0,0,18901,0,3,1,1,7277160,7581339,1,267378,1,10,3019,2,0,1452
"[DNT] [AUTOGEN] 12PH_Leg_7NB_Nightborn_Fountain02.M2",0,0,0,18959,0,131,1,1,7132065,7583080,5,267434,1,0,2769,0,0,0
"Purified Kaldorei Candle",0,0,0,18960,0,3,1,1,7554186,7583106,1,267435,1,10,2770,2,0,0
"[DNT] [AUTOGEN] 12PH_Leg_7SR_SteppingStone_B01.M2 - duplicate do not use",0,0,0,19011,0,192,1,1,7583293,7584007,100,267490,1,0,2773,0,0,0
"Loose Wisps of Hay",0,0,0,19159,0,3,4,1,7583302,7633232,1,267616,1,0,2774,1,0,0
"Dreamrift Vanquisher's Argent Trophy",0,0,0,19197,0,1795,1,1,7633281,7633617,1,267645,1,10,2776,4,0,0
"March on Quel'Danas Vanquisher's Argent Trophy",0,0,0,19198,0,1795,1,1,7633282,7633621,1,267646,1,10,2777,4,0,0
"[DNT] [AUTOGEN] 12BE_BloodElf_Navigation_SecretDoor03.M2",0,0,0,19200,0,131,1,1,7584203,7633985,0,267656,1,0,2779,0,0,0
"[DNT] [AUTOGEN] 12PH_Folk_Path_SteppingStones01.M2",0,0,0,19203,0,131,1,1,7296328,7634328,1,267795,1,0,2780,0,0,0
"[DNT] [AUTOGEN] 12PH_Folk_Path_SteppingStones02.M2",0,0,0,19204,0,131,1,1,7296329,7634320,1,267796,1,0,2781,0,0,0
"[DNT] [AUTOGEN] 12PH_Folk_Path_SteppingStones03.M2",0,0,0,19205,0,131,1,1,7296330,7634322,1,267798,1,0,2782,0,0,0
"[DNT] [AUTOGEN] 12PH_Folk_Path_SteppingStones04.M2",0,0,0,19206,0,131,1,1,7296331,7634330,5,267799,1,0,2783,0,0,0
"Scattered Wisps of Hay",0,0,0,19215,0,3,4,1,7583303,7634897,1,268026,1,0,2784,1,0,0
"Windblown Wisps of Hay",0,0,0,19216,0,3,4,1,7583304,7634899,1,268027,1,0,2785,1,0,0
"Trampled Wisps of Hay",0,0,0,19217,0,3,4,1,7583305,7634904,1,268028,1,0,2786,1,0,0
"Mounted Founder's Point Lantern",0,0,0,19218,0,3,2,1,7583306,7634891,3,268029,0.60000002384,0,2787,1,0,0
"Mounted Tavern Lantern",0,0,0,19219,0,3,2,1,7583307,7634886,3,268030,0.69999998808,0,2788,1,0,0
"Endless Codex of Blooming Light",0,0,0,19229,626745,35,1,1,7009238,7633262,3,268038,1,10,2789,3,0,0
"Endless Codex of Nature's Grace",0,0,0,19231,626716,35,1,1,7009238,7633263,3,268039,1,10,2790,3,0,0
"Endless Codex of the Voidtouched",0,0,0,19234,626717,35,1,1,7009238,7633264,3,268041,1,10,2791,3,0,0
"Voidspire Vanquisher's Argent Trophy",0,0,0,19252,0,1795,1,1,7633283,7633627,1,268049,1,10,2792,4,0,0
"[DNT] [AUTOGEN] 12PH_Opulent_Sofa_Medium01.M2",0,0,0,19760,0,131,1,1,7554176,7649321,5,268430,1,0,2821,0,0,0
"[DNT] [AUTOGEN] 12PH_Opulent_Trellis02.M2",0,0,0,19761,0,131,1,1,7554188,7649400,5,268453,1,0,2822,0,0,0
"[DNT] [AUTOGEN] 12PH_Opulent_WallRack02.M2",0,0,0,19762,0,130,2,1,7649278,7649323,3,268454,1,0,2823,0,0,0
"Sin'dorei Tiffin-Style Lamp",0,0,0,19763,629139,3,1,1,7649379,7649409,1,268457,1,10,2824,2,0,0
"Lush Garden Rug",0,0,0,19848,0,259,4,1,7297706,7655921,1,268550,1,0,2825,2,0,0
"[DNT] [AUTOGEN] 12SN_Snakeoid_Decor_Tendril07.m2",0,0,0,20162,0,131,2,1,7277148,7671409,5,268718,1,0,2831,0,0,0
"[DNT] [AUTOGEN] 12SN_Snakeoid_Decor_Tendril08.m2",0,0,0,20163,0,131,2,1,7277149,7671410,5,268719,1,0,2832,0,0,0
"[DNT] [AUTOGEN] 12PH_Opulent_Table_Bar_Small01.M2",0,0,0,20164,0,131,1,1,7516882,7661577,3,268720,1,0,2833,0,0,0
"[DNT] [AUTOGEN] 12PH_Opulent_Sconce01.M2",0,0,0,20165,0,131,2,1,7554181,7669111,1,268721,1,0,2834,0,0,0
"[DNT] [AUTOGEN] 8HU_KULTIRAS_ROPELIGHTS02.M2",0,0,0,20167,0,130,1,1,7658246,7658439,0,268723,1,0,2836,0,0,0
"[DNT] [AUTOGEN] 8HU_KULTIRAS_ROPELIGHTS03.M2",0,0,0,20168,0,130,1,1,7658247,7658433,0,268724,1,0,2837,0,0,0
"[DNT] [AUTOGEN] 8HU_KULTIRAS_ROPELIGHTS04.M2",0,0,0,20169,0,130,2,1,7658248,7658431,0,268725,1,0,2838,0,0,0
"[DNT] [AUTOGEN] 12PH_LEG_undead_alchemy_table.M2",0,0,0,20170,0,192,1,1,7658442,7659443,0,268726,1,0,2839,0,0,0
"[DNT] [AUTOGEN] 12PH_LEG_11EA_Earthen_Decor_LoungeChair01.M2",0,0,0,20171,630724,131,1,1,7660918,7661592,3,268727,1,0,2840,0,0,0
"[DNT] [AUTOGEN] 12PH_Shop_Spring_CherryBlossom_HangingLight01.m2",0,0,0,20172,630728,387,3,1,7096217,7452943,1,268729,1,0,2841,0,0,0
