ID,Name_lang,HordeName_lang,EffectArg[0],EffectArg[1],EffectArg[2],EffectScalingPoints[0],EffectScalingPoints[1],EffectScalingPoints[2],GemItemID,TransmogUnlockConditionID,TransmogCost,IconFileDataID,EffectPointsMin[0],EffectPointsMin[1],EffectPointsMin[2],ItemVisual,Flags,RequiredSkillID,RequiredSkillRank,ItemLevel,Charges,Effect[0],Effect[1],Effect[2],ScalingClass,ScalingClassRestricted,Condition_ID,MinLevel,MaxLevel
3276,+20 Attack Power,,38,0,0,0,0,0,35487,0,0,0,20,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3277,+12 Spell Power,,45,0,0,0,0,0,35488,0,0,0,12,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3278,+12 Spell Power,,45,0,0,0,0,0,35489,0,0,0,12,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3279,+3 Spell Power,,45,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,5,0,0,0,0,0,0,0
3280,+4 Dodge Rating and +6 Stamina,,13,7,0,0,0,0,35707,0,0,0,4,6,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3281,+20 Attack Power,,38,0,0,0,0,0,35487,0,0,0,20,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3282,+12 Spell Power,,45,0,0,0,0,0,35488,0,0,0,12,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3283,+12 Spell Power,,45,0,0,0,0,0,35489,0,0,0,12,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3284,+5 Resilience Rating and +7 Stamina,,7,35,0,0,0,0,35758,0,0,0,7,5,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3285,+5 Haste Rating and +7 Stamina,,7,36,0,0,0,0,35759,0,0,0,7,5,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3286,+5 Haste Rating and +6 Spell Power,,36,45,0,0,0,0,35760,0,0,0,5,6,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3287,+10 Haste Rating,,36,0,0,0,0,0,35761,0,0,0,10,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3288,Test Riding Crop Enchant,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3289,+10% Mount Speed,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3290,Spring Loaded Cape Expander,,52641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0
3291,Test On Use Charges,,47181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,0,0,0,0,0,0,0
3292,+68 Attack Power,,38,0,0,0,0,0,36766,0,0,0,68,0,0,0,0,755,350,1,0,5,0,0,0,0,0,0,0
3293,+51 Stamina,,7,0,0,0,0,0,36767,0,0,0,51,0,0,0,0,755,350,1,0,5,0,0,0,0,0,0,0
3294,+225 Armor,,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
3295,+16 Haste Rating,,36,29,30,0,0,0,0,0,0,0,16,20,20,0,1,333,400,1,0,5,0,0,0,0,0,0,0
3296,+10 Spirit and 2% Reduced Threat,,25070,6,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,3,5,0,0,0,0,0,0
3297,+275 Health,,1,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3298,Exceptional Mana Oil,,43,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3299,Exceptional Wizard Oil,,45,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3300,+19 Spell Power,,45,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3301,+6 Critical Strike Rating,,32,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3302,+8 Defense Rating,,12,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3303,+8 Haste Rating,,36,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3304,+8 Dodge Rating,,13,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3305,+12 Stamina,,7,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3306,2 mana per 5 sec.,,43,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3307,+9 Stamina,,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3308,+4 Haste Rating,,36,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3309,+6 Haste Rating,,36,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3310,+6 Intellect,,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3311,+6 Spirit,,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3312,+8 Strength,,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3313,+8 Agility,,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3314,+8 Critical Strike Rating,,32,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3315,+3% Mount Speed,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3316,+6 Critical Strike Rating,,32,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3317,+21 Stamina,,7,0,0,0,0,0,37430,0,0,0,21,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3318,+6 Spell Power and +5 Spirit,,45,6,0,0,0,0,37503,0,0,0,6,5,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3319,Test Add Sockets Enchant,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,164,50,1,0,8,0,0,0,0,0,0,0
3320,Test Skill Req Enchant,,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,164,50,1,0,4,0,0,0,0,0,0,0
3321,+150 Armor,,0,0,0,0,0,0,38292,0,0,0,150,0,0,0,0,164,50,1,0,4,0,0,0,0,0,0,0
3322,Frozen Rune Weapon,,50401,0,0,0,0,0,0,0,0,0,100,0,0,1,9,0,0,1,0,3,0,0,0,0,0,0,0
3324,+10 Critical Strike Rating,,32,0,0,0,0,0,34835,0,0,0,10,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3325,+45 Stamina and +15 Agility,,7,3,0,0,0,0,0,0,0,0,45,15,0,0,0,0,0,1,0,5,5,0,0,0,0,70,0
3326,+55 Attack Power and +15 Critical Strike Rating,,32,38,0,0,0,0,0,0,0,0,15,55,0,0,1,0,0,1,0,5,5,0,0,0,0,70,0
3327,+55 Stamina and +22 Agility,,7,3,0,0,0,0,0,0,0,0,55,22,0,0,1,0,0,1,0,5,5,0,0,0,0,65,0
3328,+75 Attack Power and +22 Critical Strike Rating,,32,38,0,0,0,0,0,0,0,0,22,75,0,0,1,0,0,1,0,5,5,0,0,0,0,65,0
3329,+12 Stamina,,7,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,5,0,0,0,0,0,70,0
3330,+18 Stamina,,7,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,0,5,0,0,0,0,0,70,0
3331,+72 Stamina and +35 Agility,,7,3,0,0,0,0,0,0,0,0,72,35,0,0,1,0,0,1,0,5,5,0,0,0,0,70,0
3332,+100 Attack Power and +36 Critical Strike Rating,,32,38,0,0,0,0,0,0,0,0,36,100,0,0,1,0,0,1,0,5,5,0,0,0,0,70,0
3333,QA Test Blank Purple Gem Enchant,,0,0,0,0,0,0,38498,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3334,Northrend Flight,,33153,28735,0,0,0,0,38538,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
3335,+20 Attack Power,,38,0,0,0,0,0,38545,0,0,0,20,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3336,+10 Critical Strike Rating,,32,0,0,0,0,0,38546,0,0,0,10,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3337,+10 Attack Power and +5 Critical Strike Rating,,38,32,0,0,0,0,38547,0,0,0,10,5,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3338,+6 Spell Power and +5 Critical Strike Rating,,45,32,0,0,0,0,38548,0,0,0,6,5,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3339,+12 Spell Power,,45,0,0,0,0,0,38549,0,0,0,12,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3340,+10 Critical Strike Rating,,32,0,0,0,0,0,38550,0,0,0,10,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3341,Frozen Rune Weapon 2,,51385,0,0,0,0,0,0,0,0,0,100,0,0,1,9,0,0,1,0,3,0,0,0,0,0,0,0
3342,Frozen Rune Weapon 3,,51386,0,0,0,0,0,0,0,0,0,100,0,0,1,9,0,0,1,0,3,0,0,0,0,0,0,0
3343,Frozen Rune Weapon 4,,51387,0,0,0,0,0,0,0,0,0,100,0,0,1,9,0,0,1,0,3,0,0,0,0,0,0,0
3344,Frozen Rune Weapon 5,,51388,0,0,0,0,0,0,0,0,0,100,0,0,1,9,0,0,1,0,3,0,0,0,0,0,0,0
3345,Earthliving 1,,51940,0,0,0,0,0,0,0,0,0,20,0,0,106,9,0,0,1,0,3,0,0,0,0,0,0,0
3346,Earthliving 2,,51989,0,0,0,0,0,0,0,0,0,20,0,0,106,9,0,0,1,0,3,0,0,0,0,0,0,0
3347,Earthliving 3,,52004,0,0,0,0,0,0,0,0,0,20,0,0,106,9,0,0,1,0,3,0,0,0,0,0,0,0
3348,Earthliving 4,,52005,0,0,0,0,0,0,0,0,0,20,0,0,106,9,0,0,1,0,3,0,0,0,0,0,0,0
3349,Earthliving 5,,52007,0,0,0,0,0,0,0,0,0,20,0,0,106,9,0,0,1,0,3,0,0,0,0,0,0,0
3350,Earthliving 6,,52008,0,0,0,0,0,0,0,0,0,20,0,0,106,9,0,0,1,0,3,0,0,0,0,0,0,0
3351,+6 Hit Rating,,31,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3352,+8 Spirit,,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3353,+8 Intellect,,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3354,+12 Stamina,,7,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3355,+6 Agility,,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3356,+12 Attack Power,,38,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3357,+6 Strength,,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3358,+6 Dodge Rating,,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3359,+4 Parry Rating,,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3360,+8 Parry Rating,,14,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3361,+6 Block Rating,,15,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3362,+6 Expertise Rating,,37,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3363,+9 Block Value,,23515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
3364,Empower Rune Weapon,,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,1,0,0,0,0,0,0,0,0,0
3365,Rune of Swordshattering,,53387,43588,0,0,0,0,0,0,0,0,0,0,0,156,1,776,0,1,0,3,3,0,0,0,0,0,0
3366,Rune of Lichbane,,56903,0,0,0,0,0,0,0,0,0,100,0,0,25,1,776,0,1,0,1,0,0,0,0,0,0,0
3367,Rune of Spellshattering,,53362,60209,0,0,0,0,0,0,0,0,0,0,0,161,1,776,0,1,0,3,3,0,0,0,0,0,0
3368,Rune of the Fallen Crusader,,53365,0,0,0,0,0,0,0,0,0,0,0,0,160,1,776,0,1,0,1,0,0,0,0,0,0,0
3369,Rune of Cinderglacier,,53386,0,0,0,0,0,0,0,0,0,0,0,0,166,1,776,0,1,0,1,0,0,0,0,0,0,0
3370,Rune of Razorice,,50401,51714,0,0,0,0,0,0,0,0,100,100,0,1,1,776,0,1,0,1,1,0,0,0,0,0,0
3371,+12 Strength,,4,0,0,0,0,0,39900,0,0,0,12,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3374,+12 Agility,,3,0,0,0,0,0,39905,0,0,0,12,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3375,+24 Attack Power,,38,0,0,0,0,0,39906,0,0,0,24,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3376,+12 Dodge Rating,,13,0,0,0,0,0,39907,0,0,0,12,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3377,+12 Parry Rating,,14,0,0,0,0,0,39908,0,0,0,12,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3378,+12 Armor Penetration Rating,,44,0,0,0,0,0,39909,0,0,0,12,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3379,+12 Expertise Rating,,37,0,0,0,0,0,39910,0,0,0,12,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3380,+14 Spell Power,,45,0,0,0,0,0,39911,0,0,0,14,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3381,+12 Intellect,,5,0,0,0,0,0,39912,0,0,0,12,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3382,+12 Critical Strike Rating,,32,0,0,0,0,0,39914,0,0,0,12,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3383,+12 Hit Rating,,31,0,0,0,0,0,39915,0,0,0,12,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3384,+12 Defense Rating,,12,0,0,0,0,0,39916,0,0,0,12,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3385,+12 Resilience Rating,,35,0,0,0,0,0,39917,0,0,0,12,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3386,+12 Haste Rating,,36,0,0,0,0,0,39918,0,0,0,12,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3387,+18 Stamina,,7,0,0,0,0,0,39919,0,0,0,18,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3388,+12 Spirit,,6,0,0,0,0,0,39920,0,0,0,12,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3389,+6 Mana every 5 seconds,,43,0,0,0,0,0,39927,0,0,0,6,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3390,+15 Spell Penetration,,28869,0,0,0,0,0,39932,0,0,0,12,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
3391,+6 Armor Penetration Rating and +9 Stamina,,44,7,0,0,0,0,39933,0,0,0,6,9,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3392,+6 Strength and +9 Stamina,,4,7,0,0,0,0,39934,0,0,0,6,9,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3393,+6 Agility and +9 Stamina,,3,7,0,0,0,0,39935,0,0,0,6,9,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3394,+7 Spell Power and +9 Stamina,,45,7,0,0,0,0,39936,0,0,0,7,9,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3395,+12 Attack Power and +9 Stamina,,38,7,0,0,0,0,39937,0,0,0,12,9,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3396,+6 Dodge Rating and +9 Stamina,,13,7,0,0,0,0,39938,0,0,0,6,9,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3397,+6 Parry Rating and +9 Stamina,,14,7,0,0,0,0,39939,0,0,0,6,9,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3398,+6 Expertise Rating and +9 Stamina,,37,7,0,0,0,0,39940,0,0,0,6,9,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3399,+7 Spell Power and +6 Spirit,,45,6,0,0,0,0,39941,0,0,0,7,6,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3400,+6 Agility and +3 Mana every 5 seconds,,3,43,0,0,0,0,39942,0,0,0,6,3,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3401,+7 Spell Power and +3 Mana every 5 seconds,,45,43,0,0,0,0,39943,0,0,0,7,3,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3402,+12 Attack Power and +3 Mana every 5 seconds,,38,43,0,0,0,0,39944,0,0,0,12,3,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3403,+7 Spell Power and +8 Spell Penetration,,45,31926,0,0,0,0,39945,0,0,0,7,6,0,0,0,0,0,1,0,5,3,0,0,0,0,0,0
3404,+7 Spell Power and +6 Intellect,,45,5,0,0,0,0,39946,0,0,0,7,6,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3405,+6 Strength and +6 Critical Strike Rating,,4,32,0,0,0,0,39947,0,0,0,6,6,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3406,+6 Agility and +6 Hit Rating,,3,31,0,0,0,0,39953,0,0,0,6,6,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3407,+6 Strength and +6 Defense Rating,,4,12,0,0,0,0,39949,0,0,0,6,6,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3408,+6 Strength and +6 Resilience Rating,,4,35,0,0,0,0,39950,0,0,0,6,6,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3409,+6 Strength and +6 Haste Rating,,4,36,0,0,0,0,39951,0,0,0,6,6,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3410,+6 Agility and +6 Critical Strike Rating,,3,32,0,0,0,0,39952,0,0,0,6,6,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3411,+6 Strength and +6 Hit Rating,,4,31,0,0,0,0,39948,0,0,0,6,6,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3412,+6 Agility and +6 Resilience Rating,,3,35,0,0,0,0,39954,0,0,0,6,6,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3413,+6 Agility and +6 Haste Rating,,3,36,0,0,0,0,39955,0,0,0,6,6,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3414,+7 Spell Power and +6 Critical Strike Rating,,45,32,0,0,0,0,39956,0,0,0,7,6,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3415,+7 Spell Power and +6 Hit Rating,,45,31,0,0,0,0,39957,0,0,0,7,6,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3416,+7 Spell Power and +6 Resilience Rating,,45,35,0,0,0,0,39958,0,0,0,7,6,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3417,+7 Spell Power and +6 Haste Rating,,45,36,0,0,0,0,39959,0,0,0,7,6,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3418,+6 Dodge Rating and +6 Defense Rating,,13,12,0,0,0,0,39964,0,0,0,6,6,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3419,+6 Parry Rating and +6 Defense Rating,,14,12,0,0,0,0,39965,0,0,0,6,6,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3420,+6 Expertise Rating and +6 Hit Rating,,37,31,0,0,0,0,39966,0,0,0,6,6,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3421,+6 Expertise Rating and +6 Defense Rating,,37,12,0,0,0,0,39967,0,0,0,6,6,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3422,+12 Attack Power and +6 Critical Strike Rating,,38,32,0,0,0,0,39960,0,0,0,12,6,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3423,+12 Attack Power and +6 Hit Rating,,38,31,0,0,0,0,39961,0,0,0,12,6,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3424,+12 Attack Power and +6 Resilience Rating,,38,35,0,0,0,0,39962,0,0,0,12,6,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3426,+12 Attack Power and +6 Haste Rating,,38,36,0,0,0,0,39963,0,0,0,12,6,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3427,+6 Intellect and +9 Stamina,,5,7,0,0,0,0,39968,0,0,0,6,9,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3428,+6 Critical Strike Rating and +9 Stamina,,32,7,0,0,0,0,39974,0,0,0,6,9,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3429,+6 Hit Rating and +9 Stamina,,31,7,0,0,0,0,39975,0,0,0,6,9,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3430,+6 Defense Rating and +9 Stamina ,,12,7,0,0,0,0,39976,0,0,0,6,9,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3431,+6 Resilience Rating and +9 Stamina,,35,7,0,0,0,0,39977,0,0,0,6,9,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3432,+6 Haste Rating and +9 Stamina,,36,7,0,0,0,0,39978,0,0,0,6,9,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3433,+6 Intellect and +6 Spirit,,5,6,0,0,0,0,39979,0,0,0,6,6,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3434,+6 Critical Strike Rating and +6 Spirit,,32,6,0,0,0,0,39980,0,0,0,6,6,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3435,+6 Hit Rating and +6 Spirit,,31,6,0,0,0,0,39981,0,0,0,6,6,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3436,+6 Resilience Rating and +6 Spirit,,35,6,0,0,0,0,39982,0,0,0,6,6,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3437,+6 Haste Rating and +6 Spirit,,36,6,0,0,0,0,39983,0,0,0,6,6,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3438,+6 Intellect and +3 Mana every 5 seconds,,5,43,0,0,0,0,39984,0,0,0,6,3,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3439,+6 Critical Strike Rating and +3 Mana every 5 seconds,,32,43,0,0,0,0,39985,0,0,0,6,3,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3440,+6 Hit Rating and +3 Mana every 5 seconds,,31,43,0,0,0,0,39986,0,0,0,6,3,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3441,+6 Resilience Rating and +3 Mana every 5 seconds,,35,43,0,0,0,0,39988,0,0,0,6,3,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3442,+6 Haste Rating and +3 Mana every 5 seconds,,36,43,0,0,0,0,39989,0,0,0,6,3,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3443,+6 Critical Strike Rating and +8 Spell Penetration,,32,31926,0,0,0,0,39990,0,0,0,6,6,0,0,0,0,0,1,0,5,3,0,0,0,0,0,0
3444,+6 Hit Rating and +8 Spell Penetration,,31,31926,0,0,0,0,39991,0,0,0,6,6,0,0,0,0,0,1,0,5,3,0,0,0,0,0,0
3445,+6 Haste Rating and +8 Spell Penetration,,36,31926,0,0,0,0,39992,0,0,0,6,6,0,0,0,0,0,1,0,5,3,0,0,0,0,0,0
3446,+16 Strength,,4,0,0,0,0,0,39996,0,0,0,16,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3447,+16 Agility,,3,0,0,0,0,0,39997,0,0,0,16,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3448,+19 Spell Power,,45,0,0,0,0,0,39998,0,0,0,19,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3449,+32 Attack Power,,38,0,0,0,0,0,39999,0,0,0,32,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3450,+16 Dodge Rating,,13,0,0,0,0,0,40000,0,0,0,16,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3451,+16 Parry Rating,,14,0,0,0,0,0,40001,0,0,0,16,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3452,+16 Armor Penetration Rating,,44,0,0,0,0,0,40002,0,0,0,16,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3453,+16 Expertise Rating,,37,0,0,0,0,0,40003,0,0,0,16,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3454,+24 Stamina,,7,0,0,0,0,0,40008,0,0,0,24,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3455,+16 Spirit,,6,0,0,0,0,0,40009,0,0,0,16,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3456,+8 Mana every 5 seconds,,43,0,0,0,0,0,40010,0,0,0,8,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3457,+20 Spell Penetration,,26283,0,0,0,0,0,40011,0,0,0,16,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
3458,+16 Intellect,,5,0,0,0,0,0,40012,0,0,0,16,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3459,+16 Critical Strike Rating,,32,0,0,0,0,0,40013,0,0,0,16,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3460,+16 Hit Rating,,31,0,0,0,0,0,40014,0,0,0,16,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3461,+16 Defense Rating,,12,0,0,0,0,0,40015,0,0,0,16,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3462,+16 Resilience Rating,,35,0,0,0,0,0,40016,0,0,0,16,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3463,+16 Haste Rating,,36,0,0,0,0,0,40017,0,0,0,16,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
3464,+8 Strength and +12 Stamina,,4,7,0,0,0,0,40022,0,0,0,8,12,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3465,+8 Agility and +12 Stamina,,3,7,0,0,0,0,40023,0,0,0,8,12,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3466,+9 Spell Power and +12 Stamina,,45,7,0,0,0,0,40025,0,0,0,9,12,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3467,+16 Attack Power and +12 Stamina,,38,7,0,0,0,0,40029,0,0,0,16,12,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
3468,+8 Dodge Rating and +12 Stamina,,13,7,0,0,0,0,40031,0,0,0,8,12,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
