Description_lang,Title_lang,Reward_lang,ID,Instance_ID,Faction,Supercedes,Category,Minimum_criteria,Points,Flags,Ui_order,IconFileID,RewardItemID,Criteria_tree,Shares_criteria,CovenantID,HiddenBeforeDisplaySeason,LegacyAfterTimeEvent
"Complete Kalimdor Feralas Ruins Ramble Reverse.","Feralas Ruins Ramble Reverse: Bronze",,17682,-1,-1,0,15462,0,0,1048576,594,1002572,0,0,0,0,0,0
"Get Silver ranked time for Kalimdor Feralas Ruins Ramble Reverse.","Feralas Ruins Ramble Reverse: Silver",,17683,-1,-1,17682,15462,0,0,1048576,595,1002575,0,0,0,0,0,0
"Get Gold ranked time for Kalimdor Feralas Ruins Ramble Reverse.","Feralas Ruins Ramble Reverse: Gold",,17684,-1,-1,17683,15462,0,0,1048576,596,1002573,0,0,0,0,0,0
"Complete Kalimdor Ahn'Qiraj Circuit.","Ahn'Qiraj Circuit: Bronze",,17685,-1,-1,0,15462,0,0,1048576,597,1002572,0,0,0,0,0,0
"Get Silver ranked time for Kalimdor Ahn'Qiraj Circuit.","Ahn'Qiraj Circuit: Silver",,17686,-1,-1,17685,15462,0,0,1048576,598,1002575,0,0,0,0,0,0
"Get Gold ranked time for Kalimdor Ahn'Qiraj Circuit.","Ahn'Qiraj Circuit: Gold",,17687,-1,-1,17686,15462,0,0,1048576,599,1002573,0,0,0,0,0,0
"Complete Kalimdor Ahn'Qiraj Circuit Advanced.","Ahn'Qiraj Circuit Advanced: Bronze",,17688,-1,-1,0,15462,0,0,1048576,600,1002572,0,0,0,0,0,0
"Get Silver ranked time for Kalimdor Ahn'Qiraj Circuit Advanced.","Ahn'Qiraj Circuit Advanced: Silver",,17689,-1,-1,17688,15462,0,0,1048576,601,1002575,0,0,0,0,0,0
"Get Gold ranked time for Kalimdor Ahn'Qiraj Circuit Advanced.","Ahn'Qiraj Circuit Advanced: Gold",,17690,-1,-1,17689,15462,0,0,1048576,602,1002573,0,0,0,0,0,0
"Complete Kalimdor Ahn'Qiraj Circuit Reverse.","Ahn'Qiraj Circuit Reverse: Bronze",,17691,-1,-1,0,15462,0,0,1048576,603,1002572,0,0,0,0,0,0
"Get Silver ranked time for Kalimdor Ahn'Qiraj Circuit Reverse.","Ahn'Qiraj Circuit Reverse: Silver",,17692,-1,-1,17691,15462,0,0,1048576,604,1002575,0,0,0,0,0,0
"Get Gold ranked time for Kalimdor Ahn'Qiraj Circuit Reverse.","Ahn'Qiraj Circuit Reverse: Gold",,17693,-1,-1,17692,15462,0,0,1048576,605,1002573,0,0,0,0,0,0
"Complete Kalimdor Uldum Tour.","Uldum Tour: Bronze",,17694,-1,-1,0,15462,0,0,1048576,606,1002572,0,0,0,0,0,0
"Get Silver ranked time for Kalimdor Uldum Tour.","Uldum Tour: Silver",,17695,-1,-1,17694,15462,0,0,1048576,607,1002575,0,0,0,0,0,0
"Get Gold ranked time for Kalimdor Uldum Tour.","Uldum Tour: Gold",,17696,-1,-1,17695,15462,0,0,1048576,608,1002573,0,0,0,0,0,0
"Complete Kalimdor Uldum Tour Advanced.","Uldum Tour Advanced: Bronze",,17697,-1,-1,0,15462,0,0,1048576,609,1002572,0,0,0,0,0,0
"Get Silver ranked time for Kalimdor Uldum Tour Advanced.","Uldum Tour Advanced: Silver",,17698,-1,-1,17697,15462,0,0,1048576,610,1002575,0,0,0,0,0,0
"Get Gold ranked time for Kalimdor Uldum Tour Advanced.","Uldum Tour Advanced: Gold",,17699,-1,-1,17698,15462,0,0,1048576,611,1002573,0,0,0,0,0,0
"Complete Kalimdor Uldum Tour Reverse.","Uldum Tour Reverse: Bronze",,17700,-1,-1,0,15462,0,0,1048576,612,1002572,0,0,0,0,0,0
"Get Silver ranked time for Kalimdor Uldum Tour Reverse.","Uldum Tour Reverse: Silver",,17701,-1,-1,17700,15462,0,0,1048576,613,1002575,0,0,0,0,0,0
"Get Gold ranked time for Kalimdor Uldum Tour Reverse.","Uldum Tour Reverse: Gold",,17702,-1,-1,17701,15462,0,0,1048576,614,1002573,0,0,0,0,0,0
"Complete Kalimdor Un'Goro Crater Circuit.","Un'Goro Crater Circuit: Bronze",,17703,-1,-1,0,15462,0,0,1048576,615,1002572,0,0,0,0,0,0
"Get Silver ranked time for Kalimdor Un'Goro Crater Circuit.","Un'Goro Crater Circuit: Silver",,17704,-1,-1,17703,15462,0,0,1048576,616,1002575,0,0,0,0,0,0
"Get Gold ranked time for Kalimdor Un'Goro Crater Circuit.","Un'Goro Crater Circuit: Gold",,17705,-1,-1,17704,15462,0,0,1048576,617,1002573,0,0,0,0,0,0
"Complete Kalimdor Un'Goro Crater Circuit Advanced.","Un'Goro Crater Circuit Advanced: Bronze",,17706,-1,-1,0,15462,0,0,1048576,618,1002572,0,0,0,0,0,0
"Get Silver ranked time for Kalimdor Un'Goro Crater Circuit Advanced.","Un'Goro Crater Circuit Advanced: Silver",,17707,-1,-1,17706,15462,0,0,1048576,619,1002575,0,0,0,0,0,0
"Get Gold ranked time for Kalimdor Un'Goro Crater Circuit Advanced.","Un'Goro Crater Circuit Advanced: Gold",,17708,-1,-1,17707,15462,0,0,1048576,620,1002573,0,0,0,0,0,0
"Complete Kalimdor Un'Goro Crater Circuit Reverse.","Un'Goro Crater Circuit Reverse: Bronze",,17709,-1,-1,0,15462,0,0,1048576,621,1002572,0,0,0,0,0,0
"Get Silver ranked time for Kalimdor Un'Goro Crater Circuit Reverse.","Un'Goro Crater Circuit Reverse: Silver",,17710,-1,-1,17709,15462,0,0,1048576,622,1002575,0,0,0,0,0,0
"Get Gold ranked time for Kalimdor Un'Goro Crater Circuit Reverse.","Un'Goro Crater Circuit Reverse: Gold",,17711,-1,-1,17710,15462,0,0,1048576,623,1002573,0,0,0,0,0,0
"Complete all races in Kalimdor.","Kalimdor: Bronze",,17712,-1,-1,0,15462,0,10,0,624,1002572,0,144354,0,0,0,0
"Obtain silver in all normal races in Kalimdor.","Kalimdor: Silver",,17713,-1,-1,17712,15462,0,10,0,625,1002575,0,144376,0,0,0,0
"Obtain gold in all normal races in Kalimdor.","Kalimdor: Gold",,17714,-1,-1,17713,15462,0,10,0,626,1002573,0,144393,0,0,0,0
"Complete all advanced races in Kalimdor.","Kalimdor Advanced: Bronze",,17715,-1,-1,0,15462,0,10,0,627,1002572,0,144410,0,0,0,0
"Obtain silver in all advanced races in Kalimdor.","Kalimdor Advanced: Silver",,17716,-1,-1,17715,15462,0,10,0,628,1002575,0,144427,0,0,0,0
"Obtain gold in all advanced races in Kalimdor.","Kalimdor Advanced: Gold",,17717,-1,-1,17716,15462,0,10,0,629,1002573,0,144444,0,0,0,0
"Complete all reverse races in Kalimdor.","Kalimdor Reverse: Bronze",,17718,-1,-1,0,15462,0,10,0,630,1002572,0,144461,0,0,0,0
"Obtain silver in all reverse races in Kalimdor.","Kalimdor Reverse: Silver",,17719,-1,-1,17718,15462,0,10,0,631,1002575,0,144478,0,0,0,0
"Obtain gold in all reverse races in Kalimdor.","Kalimdor Reverse: Gold",,17720,-1,-1,17719,15462,0,10,0,632,1002573,0,144495,0,0,0,0
"Complete all races in Kalimdor.","Kalimdor Racing Completionist",,17721,-1,-1,0,15462,0,20,0,633,1100022,0,144512,0,0,0,0
"Obtain silver in all races in Kalimdor.","Kalimdor Racing Completionist: Silver",,17722,-1,-1,17721,15462,0,20,0,634,1100022,0,144516,0,0,0,0
"Obtain gold in all races in Kalimdor.","Kalimdor Racing Completionist: Gold","Title Reward: Kalimdor Racer",17723,-1,-1,17722,15462,0,20,0,635,1100022,0,144520,0,0,0,0
,"Vicious Saddle (37)",,17725,-1,1,17104,15270,0,0,1179648,105,1379171,103533,144544,0,0,0,0
,"Vicious Saddle (37)",,17726,-1,0,17105,15270,0,0,1179648,51,1379171,103533,144546,0,0,0,0
"Set on login, will be true 33% of the time. Mutually exclusive with A version.","Random Login Variable B",,17730,-1,-1,0,92,0,0,3145732,101,136243,0,144557,0,0,0,0
,"<Hidden>10.1.5 Chromie Time - Hit 60 While In Chromie Time (copy) (copy)",,17732,-1,-1,0,15422,0,0,1048580,85,136243,0,144567,0,0,0,0
,"<Hidden> 10.1.5 Chromie Time - Hit 61 While In Chromie Time (copy) (copy)",,17733,-1,-1,0,15422,0,0,1048580,87,136243,0,144569,0,0,0,0
"Complete the Rebel Dragonkin storyline.","Active Listening Skills","Title Reward: The Reconciler",17734,-1,-1,0,15455,0,15,131072,80,4630421,0,144581,0,0,0,0
"Douse 100 fires at the Suffusion Camps.","We Didn't Start the Fire",,17735,-1,-1,0,15455,0,5,128,67,132839,0,144585,0,0,0,0
"Share the Recipe Rat's greatest recipe with hungry rats across Azeroth.","The Gift of Cheese","Reward: Roland",17736,-1,-1,0,170,0,5,131072,70,515993,204894,144600,0,0,0,0
"Honor the flames of the Dragon Isles.","Flame Warden of the Dragon Isles",,17737,-1,1,0,161,0,10,0,14,135265,0,144614,0,0,0,0
"Honor the flames of the Dragon Isles.","Flame Keeper of the Dragon Isles",,17738,-1,0,0,161,0,10,0,33,135265,0,144621,0,0,0,0
"Complete the following storylines leading up to, and inside, Zaralek Cavern.","Embers of Neltharion",,17739,-1,-1,0,15455,0,10,0,70,5140838,0,144642,0,0,0,0
"Win 50 3v3 games while at Elite rank during Dragonflight Season 2.","Gladiator: Dragonflight Season 2","Reward: Gladiator Mount, Gladiator Title, Drakewatcher Manuscript",17740,-1,-1,0,15270,0,0,14336,22,236542,205233,144665,0,0,0,0
"Toss treats to a racing snail in Glimmerogg, then watch that snail win the race.","Slow and Steady Wins the Race","Reward: Roggy",17741,-1,-1,0,15465,0,10,143360,9,5003559,205231,144669,0,0,0,0
,"<DNT> Loamm Niffen Rank 01 (Account)",,17742,-1,-1,0,15466,0,0,3276800,401,136243,0,144681,0,0,0,0
,"<DNT> Loamm Niffen Rank 02 (Account)",,17743,-1,-1,0,15466,0,0,3276800,403,136243,0,144683,0,0,0,0
,"<DNT> Loamm Niffen Rank 03 (Account)",,17744,-1,-1,0,15466,0,0,3276800,405,136243,0,144685,0,0,0,0
,"<DNT> Loamm Niffen Rank 04 (Account)",,17745,-1,-1,0,15466,0,0,3276800,407,136243,0,144687,0,0,0,0
,"<DNT> Loamm Niffen Rank 05 (Account)",,17746,-1,-1,0,15466,0,0,3276800,409,136243,0,144689,0,0,0,0
,"<DNT> Loamm Niffen Rank 06 (Account)",,17747,-1,-1,0,15466,0,0,3276800,411,136243,0,144691,0,0,0,0
,"<DNT> Loamm Niffen Rank 07 (Account)",,17748,-1,-1,0,15466,0,0,3276800,413,136243,0,144693,0,0,0,0
,"<DNT> Loamm Niffen Rank 08 (Account)",,17749,-1,-1,0,15466,0,0,3276800,415,136243,0,144695,0,0,0,0
,"<DNT> Loamm Niffen Rank 09 (Account)",,17750,-1,-1,0,15466,0,0,3276800,417,136243,0,144697,0,0,0,0
,"<DNT> Loamm Niffen Rank 10 (Account)",,17751,-1,-1,0,15466,0,0,3276800,419,136243,0,144699,0,0,0,0
,"<DNT> Loamm Niffen Rank 11 (Account)",,17752,-1,-1,0,15466,0,0,3276800,421,136243,0,144701,0,0,0,0
,"<DNT> Loamm Niffen Rank 12 (Account)",,17753,-1,-1,0,15466,0,0,3276800,423,136243,0,144703,0,0,0,0
,"<DNT> Loamm Niffen Rank 13 (Account)",,17754,-1,-1,0,15466,0,0,3276800,425,136243,0,144705,0,0,0,0
,"<DNT> Loamm Niffen Rank 14 (Account)",,17755,-1,-1,0,15466,0,0,3276800,427,136243,0,144707,0,0,0,0
"Reach rank 15 renown with the Loamm Niffen.","Friends in Loamm Places",,17756,-1,-1,0,15466,0,0,2228224,429,5140835,0,144709,0,0,0,0
,"<DNT> Loamm Niffen Rank 16 (Account)",,17757,-1,-1,0,15466,0,0,3276800,431,136243,0,144711,0,0,0,0
,"<DNT> Loamm Niffen Rank 17 (Account)",,17758,-1,-1,0,15466,0,0,3276800,433,136243,0,144713,0,0,0,0
,"<DNT> Loamm Niffen Rank 18 (Account)",,17759,-1,-1,0,15466,0,0,3276800,435,136243,0,144715,0,0,0,0
,"<DNT> Loamm Niffen Rank 19 (Account)",,17760,-1,-1,0,15466,0,0,3276800,437,136243,0,144717,0,0,0,0
,"<DNT> Loamm Niffen Rank 20 (Account)",,17761,-1,-1,0,15466,0,0,3276800,439,136243,0,144719,0,0,0,0
"Reach Renown level 20 with the Loamm Niffen.","There's No Place Like Loamm",,17763,-1,-1,0,15466,0,5,0,548,5140835,0,144725,0,0,0,0
"End Dragonflight PvP Season 2 in the top 0.1% of the 3v3 arena ladder (requires 150 games won in Dragonflight Season 2).","Obsidian Gladiator: Dragonflight Season 2","Title Reward: Obsidian Gladiator",17764,-1,-1,0,15270,0,0,14336,253,236540,0,0,0,0,0,0
"Collect an armor set from Aberrus, the Shadowed Crucible.","What We Wear In The Shadowflame",,17765,-1,-1,0,15259,0,10,131072,48,5161748,0,144729,0,0,0,0
"Explore Zaralek Cavern, revealing the covered areas of the world map.","Explore Zaralek Cavern",,17766,-1,-1,0,15465,0,10,2097152,110,5140838,0,144731,0,0,0,0
"Get Silver ranked time for Waking Shores Apex Canopy River Run Challenge.","Apex Canopy River Run Challenge: Silver",,17872,-1,-1,17871,15462,0,0,1048576,781,1002575,0,0,0,0,0,0
"End Dragonflight PvP Season 2 in the top 0.1% of the Solo Shuffle ladder (requires 50 games won in Dragonflight Season 2).","Obsidian Legend: Dragonflight Season 2","Title Reward: Obsidian Legend",17767,-1,-1,0,15270,0,0,14336,257,236540,0,0,0,0,0,0
"End Dragonflight Season 2 in the top 0.5% of the rated battleground ladder (requires 50 games won in Dragonflight Season 2).","Hero of the Alliance: Obsidian",,17768,-1,1,0,15270,0,0,14336,394,236593,0,0,0,0,0,0
"End Dragonflight Season 2 in the top 0.5% of the rated battleground ladder (requires 50 games won in Dragonflight Season 2).","Hero of the Horde: Obsidian",,17772,-1,0,0,15270,0,0,14336,378,236629,0,0,0,0,0,0
"Help Kalecgos restore the bonds between the Blue Dragonflight.","A Blue Dawn",,17773,-1,-1,0,15455,0,10,0,72,134155,0,144777,0,0,0,0
"Obtain the Obsidian Gladiator's Slitherdrake from Dragonflight Season 2.","Obsidian Gladiator's Slitherdrake",,17778,-1,-1,0,15269,1,0,145408,52,5114749,0,144727,0,0,0,0
"Unlock the Winding Slitherdrake.","A Serpentine Discovery",,17779,-1,-1,0,15455,0,10,131072,19,4922469,0,144841,0,0,0,0
"Earn 200 Unearthed Fragrant Coins from Public Objectives in Zaralek Cavern.","The Smell of Money",,17781,-1,-1,0,15465,0,5,0,114,646678,0,144845,0,0,0,0
"Participate in every Little Scales Daycare Whelp Race.","Daycare Derby","Toy: Whelps on Strings",17782,-1,-1,0,15455,0,10,0,9,1100022,197961,144853,0,0,0,0
"Complete 10 of the following special encounters in Zaralek Cavern.","Adventurer of Zaralek Cavern",,17783,-1,-1,0,15465,0,5,0,115,5140838,0,144859,0,0,0,0
"Complete all of the Zaralek Cavern achievements listed below.","Que Zara(lek), Zara(lek)","Reward: Calescent Shalewing",17785,-1,-1,0,15455,0,25,131072,68,5140837,205206,144885,0,0,0,0
"Discover the hidden treasures within Zaralek Cavern.","Treasures of Zaralek Cavern",,17786,-1,-1,0,15465,0,5,0,116,1542855,0,144892,0,0,0,0
,"Current Patch - Login Video [DNT] (DO NOT EDIT)",,17788,-1,-1,0,92,0,0,18087940,57,136243,0,144904,0,0,0,0
"Earn the rank of Duelist during Dragonflight Season 2.","Duelist: Dragonflight Season 2","Title Reward: Duelist",17794,-1,-1,0,15270,0,0,17053696,304,236542,0,144740,0,0,0,0
"Earn the rank of Rival I during Dragonflight Season 2.","Rival I: Dragonflight Season 2","Title Reward: Rival",17795,-1,-1,0,15270,0,0,14336,285,236542,0,144750,0,0,0,0
"Earn the rank of Rival II during Dragonflight Season 2.","Rival II: Dragonflight Season 2",,17796,-1,-1,0,15270,0,0,14336,292,236542,0,144745,0,0,0,0
"Earn the rank of Challenger I during Dragonflight Season 2.","Challenger I: Dragonflight Season 2","Title Reward: Challenger",17797,-1,-1,0,15270,0,0,14336,347,236542,0,144760,0,0,0,0
"Earn the rank of Challenger II during Dragonflight Season 2.","Challenger II: Dragonflight Season 2",,17798,-1,-1,0,15270,0,0,14336,354,236542,0,144755,0,0,0,0
"Earn the rank of Combatant I during Dragonflight Season 2.","Combatant I: Dragonflight Season 2","Title Reward: Combatant",17799,-1,-1,0,15270,0,0,2048,328,236543,0,144770,0,0,0,0
"Earn the rank of Combatant II during Dragonflight Season 2.","Combatant II: Dragonflight Season 2",,17800,-1,-1,0,15270,0,0,2048,335,236543,0,144765,0,0,0,0
"Win 100 Rated Solo Shuffle rounds while at Elite rank during Dragonflight Season 2.","Legend: Dragonflight Season 2","Reward: Legend Title and Pennant",17801,-1,-1,0,15270,0,0,12288,438,236537,0,144918,0,0,0,0
"Earn 2000 Flightstones.","Stones Can't Fly!",,17830,-1,-1,0,15465,0,10,0,118,5172976,211952,144914,0,0,0,0
"Earn the rank of Elite during Dragonflight Season 2.","Elite: Dragonflight Season 2","Title Reward: the Elite",17831,-1,-1,0,15270,0,0,17053696,316,236542,0,144922,0,0,0,0
"Sniff out five special items while exploring caves alongside a niffen companion.","Sniffen Around",,17832,-1,-1,0,15465,0,5,0,121,5140835,0,144927,0,0,0,0
"Sniff out all possible special items while exploring caves alongside a niffen companion.","Sniffen Sage",,17833,-1,-1,17832,15465,0,10,0,122,5140835,0,144937,0,0,0,0
,"Flightstones earned",,17836,-1,-1,0,130,0,0,1,71,136243,0,144947,0,0,0,0
,"Whelpling's Shadowflame Crest Fragments earned",,17837,-1,-1,0,15176,0,0,5,15,136243,0,144949,0,0,0,0
,"Drake's Shadowflame Crest Fragments earned",,17838,-1,-1,0,15176,0,0,5,16,136243,0,144951,0,0,0,0
,"Wyrm's Shadowflame Crest Fragments earned",,17839,-1,-1,0,15176,0,0,5,17,136243,0,144953,0,0,0,0
,"Aspect's Shadowflame Crest Fragments earned",,17840,-1,-1,0,15176,0,0,5,18,136243,0,144955,0,0,0,0
"Bring Barter Boulders to barter boldly with Ponzo and bring back his hat.","Pyramid Scheme","Title Reward: Barter Boss",17841,-1,-1,0,15246,0,5,131072,16,5144320,0,144970,0,0,0,0
"Attain a Mythic+ Rating of at least 750 during Dragonflight Season Two.","Dragonflight Keystone Explorer: Season Two",,17842,-1,-1,0,15272,0,0,133120,88,618860,0,145030,0,0,0,0
,"<DNT> Loamm Niffen Rank 16 (Character)",,18144,-1,-1,0,15466,0,0,3145728,432,136243,0,145388,0,0,0,0
"Attain a Mythic+ Rating of at least 1500 during Dragonflight Season Two.","Dragonflight Keystone Conqueror: Season Two","Title Reward: The Smoldering",17843,-1,-1,17842,15272,0,0,133120,89,618858,0,145032,0,0,0,0
"Attain a Mythic+ Rating of at least 2000 during Dragonflight Season Two.","Dragonflight Keystone Master: Season Two","Mount Reward: Inferno Armoredon",17844,-1,-1,17843,15272,0,0,133120,90,618859,204798,145034,0,0,0,0
"Attain a Mythic+ Rating of at least 2500 during Dragonflight Season Two.","Dragonflight Keystone Hero: Season Two",,17845,-1,-1,17844,15272,0,0,133120,92,648760,0,145036,0,0,0,0
"End Dragonflight Mythic+ Season 2 with a Mythic+ Rating in the top 0.1% of all players in your region.","Smoldering Hero: Dragonflight Season 2","Title Reward: The Smoldering Hero",17846,-1,-1,0,15272,0,0,14336,5,618859,0,145038,0,0,0,0
"Complete The Vortex Pinnacle at Mythic Level 20 or higher, within the time limit.","Keystone Hero: The Vortex Pinnacle","Reward: Teleport to The Vortex Pinnacle",17847,657,-1,0,15272,0,0,2048,7,409599,0,145043,0,0,0,0
"Complete Freehold at Mythic Level 20 or higher, within the time limit.","Keystone Hero: Freehold","Reward: Teleport to Freehold",17848,1754,-1,0,15272,0,0,2048,20,2011112,0,145041,0,0,0,0
"Complete The Underrot at Mythic Level 20 or higher, within the time limit.","Keystone Hero: The Underrot","Reward: Teleport to The Underrot",17849,1841,-1,0,15272,0,0,2048,22,2011151,0,145045,0,0,0,0
"Complete Neltharion's Lair at Mythic Level 20 or higher, within the time limit.","Keystone Hero: Neltharion's Lair","Reward: Teleport to Neltharion's Lair",17850,1458,-1,0,15272,0,0,2048,15,1417429,0,145047,0,0,0,0
"Earn 1000 honor in Zaralek Cavern while in War Mode.","Tour of Duty: Zaralek Cavern",,17851,-1,-1,0,15283,0,10,0,2,5140838,0,145057,0,0,0,0
"Kill a player while infused with each of the six conjured elements from Elemental Infused Rock Snails.","Elemental Conjuror",,17852,-1,-1,0,15283,0,10,0,3,4554441,0,145059,0,0,0,0
"Complete Waking Shores Ruby Lifeshrine Loop Challenge.","Ruby Lifeshrine Loop Challenge: Bronze",,17853,-1,-1,0,15462,0,0,1048576,762,1002572,0,0,0,0,0,0
"Get Silver ranked time for Waking Shores Ruby Lifeshrine Loop Challenge.","Ruby Lifeshrine Loop Challenge: Silver",,17854,-1,-1,17853,15462,0,0,1048576,763,1002575,0,0,0,0,0,0
"Get Gold ranked time for Waking Shores Ruby Lifeshrine Loop Challenge.","Ruby Lifeshrine Loop Challenge : Gold",,17855,-1,-1,17854,15462,0,0,1048576,764,1002573,0,0,0,0,0,0
"Complete Waking Shores Ruby Lifeshrine Loop Reverse Challenge.","Ruby Lifeshrine Loop Reverse Challenge: Bronze",,17856,-1,-1,0,15462,0,0,1048576,765,1002572,0,0,0,0,0,0
"Get Silver ranked time for Waking Shores Ruby Lifeshrine Loop Reverse Challenge.","Ruby Lifeshrine Loop Reverse Challenge: Silver",,17857,-1,-1,17856,15462,0,0,1048576,766,1002575,0,0,0,0,0,0
"Get Gold ranked time for Waking Shores Ruby Lifeshrine Loop Reverse Challenge.","Ruby Lifeshrine Loop Reverse Challenge : Gold",,17858,-1,-1,17857,15462,0,0,1048576,767,1002573,0,0,0,0,0,0
"Complete Waking Shores Wild Preserve Slalom Challenge.","Wild Preserve Slalom Challenge: Bronze",,17859,-1,-1,0,15462,0,0,1048576,768,1002572,0,0,0,0,0,0
"Get Silver ranked time for Waking Shores Wild Preserve Slalom Challenge.","Wild Preserve Slalom Challenge: Silver",,17860,-1,-1,17859,15462,0,0,1048576,769,1002575,0,0,0,0,0,0
"Get Gold ranked time for Waking Shores Wild Preserve Slalom Challenge.","Wild Preserve Slalom Challenge: Gold",,17861,-1,-1,17860,15462,0,0,1048576,770,1002573,0,0,0,0,0,0
"Complete Waking Shores Wild Preserve Slalom Reverse Challenge.","Wild Preserve Slalom Reverse Challenge: Bronze",,17862,-1,-1,0,15462,0,0,1048576,771,1002572,0,0,0,0,0,0
"Get Silver ranked time for Waking Shores Wild Preserve Slalom Reverse Challenge.","Wild Preserve Slalom Reverse Challenge: Silver",,17863,-1,-1,17862,15462,0,0,1048576,772,1002575,0,0,0,0,0,0
"Get Gold ranked time for Waking Shores Wild Preserve Slalom Reverse Challenge.","Wild Preserve Slalom Reverse Challenge: Gold",,17864,-1,-1,17863,15462,0,0,1048576,773,1002573,0,0,0,0,0,0
"Complete Waking Shores Emberflow Flight Challenge.","Emberflow Flight Challenge: Bronze",,17865,-1,-1,0,15462,0,0,1048576,774,1002572,0,0,0,0,0,0
"Get Silver ranked time for Waking Shores Emberflow Flight Challenge.","Emberflow Flight Challenge: Silver",,17866,-1,-1,17865,15462,0,0,1048576,775,1002575,0,0,0,0,0,0
"Get Gold ranked time for Waking Shores Emberflow Flight Challenge.","Emberflow Flight Challenge: Gold",,17867,-1,-1,17866,15462,0,0,1048576,776,1002573,0,0,0,0,0,0
"Complete Waking Shores Emberflow Flight Reverse Challenge.","Emberflow Flight Reverse Challenge: Bronze",,17868,-1,-1,0,15462,0,0,1048576,777,1002572,0,0,0,0,0,0
"Get Silver ranked time for Waking Shores Emberflow Flight Reverse Challenge.","Emberflow Flight Reverse Challenge: Silver",,17869,-1,-1,17868,15462,0,0,1048576,778,1002575,0,0,0,0,0,0
"Get Gold ranked time for Waking Shores Emberflow Flight Reverse Challenge.","Emberflow Flight Reverse Challenge: Gold",,17870,-1,-1,17869,15462,0,0,1048576,779,1002573,0,0,0,0,0,0
"Complete Waking Shores Apex Canopy River Run Challenge.","Apex Canopy River Run Challenge: Bronze",,17871,-1,-1,0,15462,0,0,1048576,780,1002572,0,0,0,0,0,0
"Get Gold ranked time for Waking Shores Apex Canopy River Run Challenge.","Apex Canopy River Run Challenge: Gold",,17873,-1,-1,17872,15462,0,0,1048576,782,1002573,0,0,0,0,0,0
"Complete Waking Shores Apex Canopy River Run Reverse Challenge.","Apex Canopy River Run Reverse Challenge: Bronze",,17874,-1,-1,0,15462,0,0,1048576,783,1002572,0,0,0,0,0,0
"Get Silver ranked time for Waking Shores Apex Canopy River Run Reverse Challenge.","Apex Canopy River Run Reverse Challenge: Silver",,17875,-1,-1,17874,15462,0,0,1048576,784,1002575,0,0,0,0,0,0
"Get Gold ranked time for Waking Shores Apex Canopy River Run Reverse Challenge.","Apex Canopy River Run Reverse Challenge: Gold",,17876,-1,-1,17875,15462,0,0,1048576,785,1002573,0,0,0,0,0,0
"Defeat Scalecommander Sarkareth after cultivating a Lump of Flesh and hurling it into the Emptiness Between Stars in Aberrus, the Shadowed Crucible on Normal difficulty or higher.","We'll Never See That Again, Surely",,17877,2569,-1,0,15468,0,10,0,49,1392546,0,145085,0,0,0,0
"Completely consume a Forbidden Flounder and live to tell the tale.","Me Want Bite",,17878,-1,-1,0,15465,0,5,0,50,4554379,0,145083,0,0,0,0
"In Zaralek Cavern, catch all of the battle pets listed below.","Zaralek Cavern Safari",,17879,-1,-1,0,15118,0,5,131072,51,4616694,0,145099,0,0,0,0
"Complete 4 Pet Battle World Quests in Zaralek Cavern with a full team of level 25 pets.","Battle in Zaralek Cavern",,17880,-1,-1,0,15119,0,10,135168,2,652174,0,145109,0,0,0,0
"Defeat the pet trainers of Zaralek Cavern with a team of all level 25 Aquatic pets.","Aquatic Battler of Zaralek Cavern",,17881,-1,-1,0,15119,0,5,131072,119,618981,0,145114,0,0,0,0
"Defeat the pet trainers of Zaralek Cavern with a team of all level 25 Beast pets.","Beast Battler of Zaralek Cavern",,17882,-1,-1,0,15119,0,5,131072,120,618972,0,145119,0,0,0,0
"Defeat the pet trainers of Zaralek Cavern with a team of all level 25 Critter pets.","Critter Battler of Zaralek Cavern",,17883,-1,-1,0,15119,0,5,131072,121,618973,0,145124,0,0,0,0
"Complete Waking Shores Uktulut Coaster Challenge.","Uktulut Coaster Challenge: Bronze",,17884,-1,-1,0,15462,0,0,1048576,786,1002572,0,0,0,0,0,0
"Get Silver ranked time for Waking Shores Uktulut Coaster Challenge.","Uktulut Coaster Challenge: Silver",,17885,-1,-1,17884,15462,0,0,1048576,787,1002575,0,0,0,0,0,0
"Get Gold ranked time for Waking Shores Uktulut Coaster Challenge.","Uktulut Coaster Challenge: Gold",,17886,-1,-1,17885,15462,0,0,1048576,788,1002573,0,0,0,0,0,0
"Complete Waking Shores Uktulut Coaster Reverse Challenge.","Uktulut Coaster Reverse Challenge: Bronze",,17887,-1,-1,0,15462,0,0,1048576,789,1002572,0,0,0,0,0,0
"Get Silver ranked time for Waking Shores Uktulut Coaster Reverse Challenge.","Uktulut Coaster Reverse Challenge: Silver",,17888,-1,-1,17887,15462,0,0,1048576,790,1002575,0,0,0,0,0,0
"Get Gold ranked time for Waking Shores Uktulut Coaster Reverse Challenge.","Uktulut Coaster Reverse Challenge: Gold",,17889,-1,-1,17888,15462,0,0,1048576,791,1002573,0,0,0,0,0,0
"Defeat the pet trainers of Zaralek Cavern with a team of all level 25 Dragonkin pets.","Dragonkin Battler of Zaralek Cavern",,17890,-1,-1,0,15119,0,5,131072,122,618974,0,145129,0,0,0,0
