Description_lang,SourceText_lang,ID,CreatureID,SummonSpellID,IconFileDataID,PetTypeEnum,Flags,SourceTypeEnum,CardUIModelSceneID,LoadoutUIModelSceneID
"Tundra penguins often gather in large groups on the ice for protection against aquatic threats. Unfortunately this makes them easy prey for humanoid hunters seeking meat, skins and other achievements.","|cFFFFD200Pet Battle: |rBorean Tundra, Dragonblight",536,62835,0,655866,8,26,4,6,7
"These skulking little creatures hatch in nests built around the ancient dragon bones of central Northrend.","|cFFFFD200Pet Battle: |rDragonblight",537,62852,0,132200,2,26,4,6,7
"Kel'Thuzad once nursed a plague-infected whelp to adulthood, feeding it only the finest liquefied remains.","|cFFFFD200Pet Battle: |rIcecrown",538,62854,0,134154,3,26,4,6,7
"Grotto voles are often confused with mice. Never twice.","|cFFFFD200Pet Battle: |rMount Hyjal",539,62884,0,134324,4,26,4,6,7
"Where there is carrion, there will always be rats.","|cFFFFD200Pet Battle: |rMount Hyjal",540,62885,0,134324,4,26,4,6,7
"The outer member of the roaches' eggs protect the larva from incineration. It is here in incubation that they gain the ability to resist the fire and heat of the volcanic climate.","|cFFFFD200Pet Battle: |rMount Hyjal",541,62886,0,294474,4,26,4,6,7
"Flamboyantly colored and more exuberant than most frogs.","|cFFFFD200Pet Battle: |rUldum",542,62892,0,237579,8,26,4,6,7
"When the locusts swarm, you can hear nothing but the sound of their wings.","|cFFFFD200Pet Battle: |rUldum",543,62893,0,294474,4,26,4,6,7
"Prefers to dwell along desert streams, wells or watering holes and feed on Whiptail nectar.","|cFFFFD200Pet Battle: |rUldum",544,62895,0,236193,2,26,4,6,7
"Loves to rest inside footwear of unsuspecting travelers during the night.","|cFFFFD200Pet Battle: |rUldum",545,62896,0,132195,7,24,4,6,7
"Carrion feeders often found in large numbers within ancient unearthed tombs; they can survive long periods of time without feeding.","|cFFFFD200Pet Battle: |rUldum",546,62899,0,134936,4,26,4,6,7
"During the Third War, thousands of these mystical beings annihilated the demon lord Archimonde.","|cFFFFD200Pet Battle: |rMount Hyjal",547,62888,0,136116,5,26,4,6,7
"Too afraid to attempt flying until thrown from a great height.","|cFFFFD200Pet Battle: |rTwilight Highlands",548,62900,0,327735,2,26,4,6,7
"Distinct from their plain dwelling relatives, these critters make their homes amidst the war-torn Twilight Highlands.","|cFFFFD200Pet Battle: |rTwilight Highlands",549,62904,0,656176,4,26,4,6,7
"The mice of the highlands, perhaps twisted by the Twilight's Hammer, are aggressive and fight for dominance between each other.","|cFFFFD200Pet Battle: |rTwilight Highlands",550,62905,0,647701,4,26,4,6,7
"Demonstrating that a little evil goes a long way, this fiendling uses its razor-sharp teeth and gaping maw to devour anything in its path.","|cFFFFD200Pet Battle: |rTwilight Highlands",552,62914,0,136199,5,26,4,6,7
"In the lean times when adrift at sea, the sight of a rat was a welcome one.","|cFFFFD200Pet Battle: |rDeepholm",553,62921,0,134324,4,26,4,6,7
"Through experimentation, the mages of Dalaran have discovered that the powered remains of a crimson shale spider will greatly increase the conflagration of their fire spells.","|cFFFFD200Pet Battle: |rDeepholm",554,62922,0,134396,6,26,4,6,7
"Much like other faerie dragons, these playful and mystical flyers are born with a natural defense against magic.","|cFFFFD200Pet Battle: |rFeralas",557,62395,0,236997,1,26,4,6,7
"During frigid nights in the Storm Peaks, these critters use their fluffy tails as a blanket to stay warm.","|cFFFFD200Pet Battle: |rThe Storm Peaks|n|cFFFFD200Weather: |rSnow",558,62864,0,797544,7,26,4,6,7
"Therazane wore these spunky crimson elementals as jewelry before the azure craze swept through Deepholm.","|cFFFFD200Pet Battle: |rDeepholm",559,62927,0,134396,6,26,4,6,7
"The seagull is a coastal scavenger often found near the docks.","|cFFFFD200Pet Battle: |rKrasarang Wilds, Tanaris",560,62953,0,464160,2,26,4,6,7
"The coral adder's venom is so deadly that one bite has been known to kill a full grown kodo beast.","|cFFFFD200Pet Battle:|r The Jade Forest|n",562,62991,0,132211,7,26,4,6,7
"It is difficult to believe that Shen-zin Su, on whose shell rests all of the Wandering Isle, began life as a tiny emerald turtle.","|cFFFFD200Pet Battle: |rThe Jade Forest",564,62994,0,133936,8,26,4,6,7
"In the jungle, every leaf could conceal a frog. Stop to check and it could be long gone.","|cFFFFD200Pet Battle: |rThe Jade Forest",565,62997,0,237579,8,26,4,6,7
"When preparing to travel to distant locations, Pandaren will traditionally capture a mirror strider and safely relocate it to another body of water.","|cFFFFD200Pet Battle: |rThe Jade Forest",566,62998,0,643423,8,26,4,6,7
"The Jade Forest's pandaren consider these reptiles distant relatives of the revered Jade Serpent, Yu'lon.","|cFFFFD200Pet Battle: |rThe Jade Forest",567,62999,0,132211,7,26,4,6,7
"Hides in shell to escape claws of nearby crabs.","|cFFFFD200Pet Battle: |rThe Jade Forest",568,63001,0,442735,4,26,4,6,7
"One of the stranger nuisances to horticulturalists, garden frogs can cause untold damage to gardens.","|cFFFFD200Pet Battle: |rThe Jade Forest",569,63002,0,237579,8,26,4,6,7
"There's a raging debate over whether tanukis are raccoons or dogs, but the distinction seems trivial when they're gnawing on your femur.","|cFFFFD200Pet Battle: |rThe Jade Forest",570,63003,0,646059,4,26,4,6,7
"The Jade Forest's mountain hozen fear these venomous reptiles and often hunt them out of pure spite.","|cFFFFD200Pet Battle: |rThe Jade Forest",571,63004,0,132211,7,26,4,6,7
"These tiny arthropods are Pandaria natives that call the area of the Windless Isle their home.","|cFFFFD200Pet Battle: |rThe Jade Forest",572,63005,0,132186,8,26,4,6,7
"The sandy petrel flies high above the Windless Isle, safe from landbound predators.","|cFFFFD200Pet Battle: |rThe Jade Forest",573,63006,0,464160,2,26,4,6,7
"This foreboding creature stalks the night skies of the Eastern Plaguelands, feeding on carrion.","|cFFFFD200Pet Battle: |rEastern Plaguelands, Mount Hyjal, Tirisfal Glades",626,61829,0,132182,2,26,4,6,7
"More horrifying than its appearance is that the infected squirrels of the Plaguelands no longer hoard nuts, instead collecting rotten, decaying flesh.","|cFFFFD200Pet Battle: |rBloodmyst Isle, Eastern Plaguelands, Silverpine Forest",627,61828,0,646782,3,26,4,6,7
"Only the dimwitted or insane would mount an infected deer head on their wall. The good news is they'll fit right in with their new undead friends.","|cFFFFD200Pet Battle: |rBloodmyst Isle, Eastern Plaguelands, Silverpine Forest",628,61827,0,132104,3,26,4,6,7
"Only found on the shores of Kezan, this lovely sea creature can be a bit snarky.","|cFFFFD200Vendor: |rMatty|n|cFFFFD200Zone: |rOrgrimmar",629,63097,123212,132186,8,2,2,6,7
"Quoth the raven: the last word you said. It gets old.","|cFFFFD200Vendor:|r Will Larsons|n|cFFFFD200Zone:|r Darkshore",630,63098,123214,132915,2,2,2,6,7
"Hunted for its beautifully patterned skin, this majestic species thrives alongside Azeroth's lush rivers.","|cFFFFD200Pet Battle: |rNorthern Barrens, Southern Barrens, Uldum, Un'Goro Crater",631,62127,0,132211,7,26,4,6,7
"The ash lizard gets its name from the way its shed skin looks, with an appearance like burnt cinders.","|cFFFFD200Pet Battle: |rMount Hyjal, Un'Goro Crater",632,62364,0,463491,7,26,4,6,7
"The mountain skunk is most famous for its adventurous nature. No really, that is what it is famous for.","|cFFFFD200Pet Battle: |rGrizzly Hills, Stonetalon Mountains, The Storm Peaks, Wetlands, Winterspring",633,61677,0,463569,4,26,4,6,7
"These strange critters glimmer like ice, allowing them to hide among Winterspring's snowy expanses.","|cFFFFD200Pet Battle: |rWinterspring",634,62435,0,132196,7,26,4,6,7
"Unlike other snakes that actively hunt, these crafty reptiles hide in thick foliage and ambush their prey.","|cFFFFD200Pet Battle: |rBlasted Lands, Durotar, Hellfire Peninsula, Nagrand, Northern Barrens, Northern Stranglethorn, Southern Barrens|n",635,61325,0,132211,7,26,4,6,7
"These arachnids use their razor-sharp legs to carve tunnels in the solid rock of the Blade's Edge Mountains.","|cFFFFD200Pet Battle: |rBlade's Edge Mountains",637,62638,0,132196,7,26,4,6,7
"The nether roach has adapted to the cold vacuum of space and requires no air to survive. Inside it bears almost no resemblance to a common roach.","|cFFFFD200Pet Battle: |rNetherstorm",638,62625,0,294474,4,26,4,6,7
"Distinct from their cousins found in warmer climes, these hardy critters make their homes in the icy wastes of Northrend.","|cFFFFD200Pet Battle: |rBorean Tundra",639,62695,0,656176,4,24,4,6,7
"With the extra large surface area of their legs, snowshoe hares are able to effortlessly hop along the snow while their pursuers get bogged down in the drifts.","|cFFFFD200Pet Battle: |rHillsbrad Foothills",640,61755,0,254857,4,26,4,6,7
"The heart of an arctic hare beats twice as fast as a common hare.","|cFFFFD200Pet Battle: |rBorean Tundra, Dragonblight, The Storm Peaks, Zul'Drak",641,62693,0,254857,4,26,4,6,7
,,876,65661,0,134065,9,48,-1,6,7
,,877,65668,0,254857,4,48,-1,6,7
"If not for being extremely accident prone, the fjord rat might take over the world.","|cFFFFD200Pet Battle: |rHowling Fjord",644,62641,0,134324,4,26,4,6,7
"Capable of flying, unlike domesticated types.","|cFFFFD200Pet Battle: |rTwilight Highlands",645,62906,0,250626,2,26,4,6,7
"Tends to avoid crossing roads, regardless of motivations.","|cFFFFD200Pet Battle: |rDuskwood, Dustwallow Marsh, Elwynn Forest, Hillsbrad Foothills, Howling Fjord, Redridge Mountains, Terokkar Forest, Tirisfal Glades, Westfall, Wetlands|n",646,62664,0,250626,2,26,4,6,7
"In the deep forest, even the small creatures must have the ferocity to fend for themselves.","|cFFFFD200Pet Battle: |rGrizzly Hills, Twilight Highlands",647,62818,0,134322,4,26,4,6,7
"This is a huge toad.","|cFFFFD200Pet Battle: |rHillsbrad Foothills, Swamp of Sorrows, Twilight Highlands, Zul'Drak",648,61368,0,237579,8,26,4,6,7
"The rumors of the medicinal uses of the biletoad were believed to have been started by a particularly mischievous apothecary.","|cFFFFD200Pet Battle: |rSholazar Basin|n",649,62815,0,237579,8,26,4,6,7
"And you thought turnips at the dinner table were bad.","|cFFFFD200Drop: |rWorld Drop|n|cFFFFD200Zone: |rValley of the Four Winds",650,63365,123778,646148,6,2,0,6,7
"This bubble is way worse than a tank.","|cFFFFD200Vendor: |rNat Pagle|n|cFFFFD200Zone: |rKrasarang Wilds|n|cFFFFD200Faction: |rThe Anglers - Honored|n|cFFFFD200Cost: |r250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t",652,63559,124000,133922,8,2,2,6,7
"Easily mistaken for a common beetle, the sting of a sand scarab will quickly clear up the misconception should you be unlucky enough to be stung by one.","|cFFFFD200Trading Card Game: |rTomb of the Forgotten|n",665,54745,102353,134931,4,34,8,6,7
"Elayna is found only within snowstorms and can usually be found by luring her out with a notepad and promises of Wiki pages.",,666,63724,0,620832,8,56,-1,6,7
"Offspring of the Imperial Quilen.","|cFFFFD200Promotion:|r Mists of Pandaria Collector's Edition Pet",671,63832,124660,656128,4,82,7,6,7
"Unnoticed but to cats and ratcatchers, when Deathwing descended upon Stormwind all the rats beat a hasty retreat from the city. Only of late have they returned.","|cFFFFD200Pet Battle: |rElwynn Forest, Stormwind City|n",675,62954,0,134324,4,26,4,6,7
"A goblin alchemist once claimed that the bite of this raccoon gave him the gift of prophecy. Turns out, it was just rabies.","|cFFFFD200Pet Battle: |rValley of the Four Winds",677,64246,0,646059,4,26,4,6,7
"These little green grubs are native to wilds of Pandaria. Its verdant coloration camouflages it from would-be predators.","|cFFFFD200Pet Battle: |rKrasarang Wilds",678,63304,0,648918,7,26,4,6,7
"You'll often find them perched high atop impossibly high and remote stone outcroppings. There are few creatures as sure of foot.","|cFFFFD200Pet Battle:|r Kun-Lai Summit|n",679,64248,0,237397,7,26,4,6,7
"The mongoose is prized for its ability to drive off poisonous snakes.  Rikk-tikk-tikki-tikki-tchk!","|cFFFFD200Pet Battle:|r Townlong Steppes|n",680,63953,0,237409,8,26,4,6,7
"This terrifying and highly venomous species leaps onto its prey from the Jade Forest's dense canopy.","|cFFFFD200Pet Battle:|r The Jade Forest|n",699,63715,0,132196,7,26,4,6,7
"The leopard tree frog was named for the way it pounces from branch to branch.","|cFFFFD200Pet Battle: |rThe Jade Forest",702,63919,0,237579,8,26,4,6,7
"Many young raccoons rail against their strict curfews, complaining that dawn is way too early to go to bed.","|cFFFFD200Pet Battle: |rThe Jade Forest",703,63716,0,646059,4,26,4,6,7
"There are few things more annoying for a farmer to find underfoot than a rooster looking for love.","|cFFFFD200Pet Battle:|r Valley of Four Winds",705,65029,0,250626,2,58,4,6,7
"The taciturn bandicoon's diet consists mostly of apples.","|cFFFFD200Pet Battle:|r  Valley of the Four Winds",706,63062,0,646059,4,26,4,6,7
"Some druids say pandaren and raccoons are distant cousins, but never when a pandaren can hear them.","|cFFFFD200Pet Battle:|r  Valley of the Four Winds",707,63064,0,646059,4,26,4,6,7
"Many believe that the quillrat is able to shoot its spines at aggressors.","|cFFFFD200Pet Battle:|r  Valley of the Four Winds, Krasarang Wilds",708,63094,0,134322,4,26,4,6,7
"Although the wounds caused by the young quillrat are seldom fatal, most predators seek easier prey.","|cFFFFD200Pet Battle:|r  Valley of the Four Winds",709,63095,0,134322,4,26,4,6,7
"Known to feast on the tasty plants in Valley of the Four Winds.","|cFFFFD200Pet Battle: |rValley of the Four Winds",710,63096,0,646325,4,26,4,6,7
"The sifang otter lives near rivers and is normally friendly and playful.","|cFFFFD200Pet Battle:|r Valley of the Four Winds",711,63057,0,645906,8,26,4,6,7
"Otters swim by propelling themselves with their powerful tails and flexing their long bodies. Very fast in the water.","|cFFFFD200Pet Battle:|r Valley of the Four Winds",712,63358,0,645906,8,26,4,6,7
"Softshell turtle meat is considered a delicacy and is the key ingredient in soothing turtle bisque.","|cFFFFD200Pet Battle:|r  Valley of the Four Winds",713,63060,0,656341,8,26,4,6,7
"The common folk remedy to a feverbite hatchling's bite is to dance wildly and try to sweat out the toxins before they can take hold.","|cFFFFD200Pet Battle:|r Krasarang Wilds|n|n",714,65054,0,132196,7,26,4,6,7
"Prized for their ability to spin cocoons of silk, in the wild, to the untrained eye, they can be difficult to discern.","|cFFFFD200Pet Battle:|r Valley of the Four Winds|n",715,65099,0,648918,4,58,4,6,7
"A rarity among arachnids, these non-venomous critters feed solely on plants and fruit.","|cFFFFD200Pet Battle:|r Krasarang Wilds|n",716,63288,0,132196,7,26,4,6,7
"The most delicious of the beetle family.","|cFFFFD200Pet Battle:|r Krasarang Wilds|n|n",717,63291,0,237144,4,26,4,6,7
"A daring, narcissist insect willing to brave any threat in its pursuit of the spotlight.","|cFFFFD200Pet Battle:|r Krasarang Wilds|n",718,65124,0,236193,2,26,4,6,7
"Feeds on small leaves and grass when full grown.","|cFFFFD200Pet Battle:|r Krasarang Wilds|n",722,65185,0,236196,2,26,4,6,7
"Angering a spiny terrapin will cause it to withdraw into its shell and begin to spin wildly towards an attacker.","|cFFFFD200Pet Battle:|r  Krasarang Wilds",723,63293,0,656345,8,26,4,6,7
"Burrows deep into snowbanks to hide from predators.","|cFFFFD200Pet Battle:|r Kun-Lai Summit|n",724,63550,0,797544,7,26,4,6,7
"Occasionally sneaks bites of food from kills made by much larger animals.","|cFFFFD200Pet Battle:|r Kun-Lai Summit|n",725,63551,0,797544,7,26,4,6,7
"While stationary, the plains monitor will continuously flick its tail back and forth. From a distance this mimics the appearance of swaying tallgrass, camouflaging the lizard from aerial predators.","|cFFFFD200Pet Battle:|r Kun-Lai Summit|n",726,63547,0,463491,7,26,4,6,7
"On the prairie there are numerous rodents and other small creatures, but none more common than the mouse.","|cFFFFD200Pet Battle:|r Kun-Lai Summit|n",727,59702,0,647701,4,26,4,6,7
"Will only lay eggs in bright light.","|cFFFFD200Pet Battle:|r Kun-Lai Summit",728,63585,0,250626,2,26,4,6,7
"In the ancient fables, the first Tolai hare strode across the gulf between the stars before it upset them and they tumbled from the heavens to the world below.","|cFFFFD200Pet Battle:|r Kun-Lai Summit|n",729,63557,0,254857,4,26,4,6,7
"Tolai hare pups are sent from their dens at a young age to find their own way.","|cFFFFD200Pet Battle:|r Kun-Lai Summit|n",730,63558,0,254857,4,26,4,6,7
"These reptiles possess hooked scales, allowing them to slither up Kun-Lai Summit's rocky slopes and steep cliffs.","|cFFFFD200Pet Battle:|r Kun-Lai Summit|n",731,63555,0,132211,7,26,4,6,7
"Known to flourish in the rainy season, this insect is drawn to lightning storms.","|cFFFFD200Pet Battle:|r Dread Wastes|n|cFFFFD200Pet Battle:|r Townlong Steppes",732,65187,0,236193,2,26,4,6,7
"At night, the grassland hoppers fill the night with their maddening song. Those unaccustomed to it have spent many a sleepless night serenaded by their mating calls.","|cFFFFD200Pet Battle:|r  Townlong Steppes",733,63549,0,646325,4,26,4,6,7
"Contrary to its benign appearance, mongoose are dangerous carnivores, well known for their ability to hunt venomous snakes that could kill much larger creatures.","|cFFFFD200Pet Battle:|r Townlong Steppes|n",737,65190,0,237409,8,26,4,6,7
"Mongoose pups prefer long grass where only their mothers can find them.","|cFFFFD200Pet Battle:|r Townlong Steppes|n",739,63954,0,237409,8,26,4,6,7
"The bond between yak and rat is a strange one, and what the rat gains out of the symbiotic relationship is a mystery.","|cFFFFD200Pet Battle:|r Townlong Steppes, Dread Wastes|n",740,63957,0,134324,4,26,4,6,7
"These hedgehogs may be silent, but often are heard the cries of those that foolishly step upon their quills.","|cFFFFD200Pet Battle:|r Dread Wastes|n",741,64804,0,644001,7,26,4,6,7
"Hedgehogs are not at all fond of croquet nor flamingos.","|cFFFFD200Pet Battle:|r Dread Wastes|n",742,64242,0,644001,7,26,4,6,7
"Has been spotted fighting other whelks for prime food sources.","|cFFFFD200Pet Battle:|r Dread Wastes|n|n",743,64352,0,442735,4,26,4,6,7
"The roaches of the Dread Wastes dwell in the shadows. Some people swear the shadows travel with them.","|cFFFFD200Pet Battle:|r Dread Wastes|n",744,64238,0,294474,4,26,4,6,7
"Unique carapace is prized by trinket makers for its texture and strength.","|cFFFFD200Pet Battle:|r Dread Wastes|n",745,63548,0,132195,7,26,4,6,7
"The emperor crab was named for its regal appearance: the ridges of its shell and its raised claws eerily resembling a crown. One that would pinch your eyes out if you tried to wear it.","|cFFFFD200Pet Battle:|r Dread Wastes|n",746,65203,0,132186,8,26,4,6,7
"Luminescent body used to attract mates.","|cFFFFD200Pet Battle:|r Vale of Eternal Blossoms|n",747,63850,0,236196,2,26,4,6,7
"This delicate insect's wings are often sewn into clothing and armor.","|cFFFFD200Pet Battle:|r Vale of Eternal Blossoms|n",748,63838,0,236193,2,26,4,6,7
"Civets are landbound cousins of the otter and are prized for their heady musks.","|cFFFFD200Pet Battle:|r Vale of Eternal Blossoms",749,63841,0,645906,8,26,4,6,7
"The civets are known to guard their young ferociously.","|cFFFFD200Pet Battle:|r Vale of Eternal Blossoms",750,63842,0,645906,8,26,4,6,7
"Named for their apparent dancelike behavior when skimming aquatic surfaces, the species uses erratic movements to avoid being devoured by fish and other underwater predators.","|cFFFFD200Pet Battle:|r Vale of Eternal Blossoms|n",751,63847,0,643423,8,26,4,6,7
"Despite its menacing appearance, the yellow-bellied bullfrog was aptly named.","|cFFFFD200Pet Battle:|r Vale of Eternal Blossoms|n",752,63849,0,237579,8,26,4,6,7
"Known to flourish in the rainy season, this insect is drawn to lightning storms.","|cFFFFD200Pet Battle:|r Jade Forest|n",753,65215,0,236193,2,26,4,6,7
"This species of insect is drawn to the latent energy in shrines, their luminescent appearance adding to the mystique of the places of power.","|cFFFFD200Pet Battle:|r The Jade Forest|n",754,65216,0,236196,2,26,4,6,7
"The markings on the carapace of this cockroach closely resemble that of the Death's Head.","|cFFFFD200Pet Battle:|r Mount Hyjal|n",755,62887,0,294474,4,26,4,6,7
"Prefers to dwell in dark caves and feed on Heartblossom nectar.","|cFFFFD200Pet Battle:|r Deepholm|n",756,62916,0,236193,2,26,4,6,7
"Legends say that these vibrant emerald beings bring good fortune and safe travels to their owners.","|cFFFFD200Promotion:|r iCoke China",757,14755,23531,134157,1,16466,7,6,7
"Said to bring good fortune when spotted in autumn.  Known to hide from unfamiliar creatures.","|cFFFFD200Promotion:|r iCoke China",758,14756,23530,134158,1,16466,7,6,7
"A graceful creature from the isle of Pandaria.","|cFFFFD200Vendor: |rAudrey Burnhep, Varzok|n|cFFFFD200Zone: |rStormwind, Orgrimmar|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t",792,65314,127816,646586,2,2,2,6,7
,,800,65344,0,133718,7,57,-1,6,7
"A baby version of the mighty Thundering Cloud Serpent that hails from the far lands of Pandaria.","|cFFFFD200Vendor:|r Guild Vendor|n|cFFFFD200Zone:|r Stormwind, Orgrimmar|n|cFFFFD200Cost: |r300|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n",802,65313,127813,646018,1,18,4,6,7
"So cute, yet so epic.","|cFFFFD200Pet Battle:|r The Jade Forest|n|cFFFFD200Faction:|r Order of the Cloud Serpent (Exalted)|n",817,65323,0,646018,1,26,4,6,7
"So cute, yet so epic.","|cFFFFD200Pet Battle:|r The Jade Forest|n|cFFFFD200Faction:|r Order of the Cloud Serpent (Exalted)",818,65324,0,652138,1,26,4,6,7
"So cute, yet so epic.","|cFFFFD200Pet Battle:|r The Jade Forest|n|cFFFFD200Faction:|r Order of the Cloud Serpent (Exalted)|n",819,65321,0,630863,1,26,4,6,7
"Known to feast on the tasty plants in Krasarang Wilds.","|cFFFFD200Achievement: |rPro Pet Mob|n|cFFFFD200Category: |rPet Battle",820,64232,127815,646325,4,82,4,6,7
"It keeps looking at me. I think it wants to bite me.","|cFFFFD200Achievement: |rGoing to Need More Leashes|n|cFFFFD200Category: |rCollect",821,63621,124152,646445,0,82,5,6,7
"This ferocious skunk can spray an attacker from thirty yards away, temporarily blinding them.  Handle with caution!","|cFFFFD200Pet Battle: |rTwilight Highlands",823,62907,0,463569,4,26,4,6,7
,,824,65829,0,618981,8,56,-1,6,7
,,825,65825,0,618972,7,56,-1,6,7
,,826,65826,0,618973,4,56,-1,6,7
,,827,65830,0,618974,1,56,-1,6,7
,,828,65831,0,618975,6,56,-1,6,7
,,829,65827,0,618976,2,56,-1,6,7
,,830,65828,0,618977,0,56,-1,6,7
,,831,65833,0,618978,5,56,-1,6,7
,,832,65832,0,618979,9,56,-1,6,7
,,833,65834,0,618980,3,56,-1,6,7
"Mogu sorcerers, keepers of the secret to bringing stone to life, prefer these stolid companions over more beastly familiars.","|cFFFFD200Drop:|r Karr the Darkener|n|cFFFFD200Zone:|r Dread Wastes|n|n",834,64634,126251,399041,6,2,0,6,7
"The great big world can be a dangerous place for such a tiny, adorable creature.","|cFFFFD200Achievement: |rLing-Ting's Herbal Journey|n|cFFFFD200Category: |rDungeons and Raids",835,64632,126247,594273,0,82,4,6,7
"Water striders serve an important role in Jinyu culture, acting as a mount, means of sending communications, and even a family pet.","|cFFFFD200Drop:|r Nalash Verdantis|n|cFFFFD200Zone:|r Dread Wastes|n|n",836,64633,126249,133942,8,2,0,6,7
"Adventurers have reported rare sightings of a monstrous sized emerald shale spider, which the denizens of Deepholm have come to call the Jadefang.","|cFFFFD200Pet Battle: |rDeepholm",837,62915,0,134397,6,26,4,6,7
"Adult amethyst shale spiders prefer to create their nests against the outer walls of Deepholm.","|cFFFFD200Pet Battle: |rDeepholm, Desolace",838,62182,0,134399,6,26,4,6,7
"Constructed from a seemingly impossible mass of gears, springs, wires, and a little something special, this dragonling embodies the spirit of Pandaria as seen through an engineer's goggles.","|cFFFFD200Profession: |rEngineering",844,64899,126885,236473,9,2,3,6,7
"Jade is naturally rich with life and color, making it the perfect raw material for this gentle companion.  It is said the wind created by their wings can soothe the troubled mind.","|cFFFFD200Profession:|r Jewelcrafting|n",845,61877,120501,133247,5,2,3,6,7
"While each cub is crafted in the same fashion, tiny imperfections in the gemstones create a unique personality when imbued with life.  They are, however, always playful and friendly.","|cFFFFD200Profession:|r Jewelcrafting|n",846,61883,120507,133236,6,2,3,6,7
"Many believe (incorrectly) that goldfish have no memories. Trainers who have worked with them know this is clearly not the case and have the bruises to prove it.","|cFFFFD200Quest: |rLet Them Burn|n|cFFFFD200Zone: |rThe Jade Forest",847,62829,122748,237309,8,2,1,6,7
"This rabbit is much stronger than it looks.","|cFFFFD200Drop: |rDarkmoon Rabbit|n|cFFFFD200Zone: |rDarkmoon Island",848,59358,114090,237182,4,2,0,6,7
"A beautiful kite brought to life by the scribes of Pandaria.","|cFFFFD200Profession: |rInscription",849,66104,127008,604252,2,146,3,6,7
"Who knew scribes could make kites?","|cFFFFD200Profession: |rInscription",850,66105,127006,133840,2,146,3,6,7
"Not only is it quick, it's loud too!","|cFFFFD200Pet Battle: |rUldum",851,62894,0,463491,7,26,4,6,7
"Seems odd that he doesn't like flies... right?","|cFFFFD200Achievement: |rThat's a Lot of Pet Food|n|cFFFFD200Category: |rCollect",855,66491,130759,463540,6,82,5,6,7
"Careful now, she can get a bit frisky sometimes!","|cFFFFD200Achievement: |rTime To Open a Pet Store|n|cFFFFD200Category: |rPet Battles",856,66450,130726,254105,6,82,5,6,7
"These spirits represent the heart of Pandaria's elemental powers.","|cFFFFD200Quest: |rPandaren Spirit Tamer|n|cFFFFD200Zone: |rVale of Eternal Blossoms",868,66950,131590,656560,6,2,1,6,7
,,872,64335,0,136040,7,48,-1,6,7
,,873,64334,0,136040,7,48,-1,6,7
,,874,65659,0,647701,4,48,-1,6,7
,,875,65660,0,135996,2,48,1,6,7
,,886,65675,0,136036,2,48,-1,6,7
,,887,65676,0,132921,2,48,0,6,7
,,888,66930,0,132834,0,48,7,6,7
,,889,66144,0,133570,4,48,-1,6,7
,,890,66145,0,463491,7,48,-1,6,7
,,891,66154,0,132242,7,48,-1,6,7
,,892,66155,0,132368,4,48,-1,6,7
,,893,66156,0,132368,7,48,-1,6,7
,,894,66329,0,236193,2,48,-1,6,7
,,895,66330,0,442735,4,48,-1,6,7
,,896,66331,0,132186,8,48,-1,6,7
,,897,66333,0,132196,7,48,-1,6,7
,,898,66334,0,463569,4,48,-1,6,7
,,899,66335,0,132211,7,48,-1,6,7
,,900,66375,0,464159,4,48,-1,6,7
,,901,66376,0,134395,6,48,-1,6,7
,,902,66377,0,237579,8,48,-1,6,7
"A rolling, explosive member of the Zerg swarm, the baneling deals terrible, terrible damage. Very dangerous in close quarters.","|cFFFFD200Promotion:|r StarCraft II: Heart of the Swarm Collector's Edition",903,66984,131650,656595,5,114,7,6,7
,,904,66361,0,656350,4,48,-1,6,7
,,905,66363,0,132211,7,48,-1,6,7
,,906,66364,0,132833,1,48,0,6,7
,,907,66427,0,134322,9,48,-1,6,7
,,908,66428,0,133883,9,48,8,6,7
,,909,66429,0,466036,9,48,-1,6,7
,,911,66438,0,134154,1,48,-1,6,7
,,912,66439,0,134154,1,48,-1,6,7
,,913,66966,0,134154,1,48,-1,6,7
,,915,66453,0,463491,7,48,-1,6,7
,,916,66454,0,134324,4,48,-1,6,7
,,917,66455,0,133570,4,48,-1,6,7
,,921,66443,0,136219,5,48,-1,6,7
,,922,66444,0,294482,5,48,6,6,7
,,923,66445,0,133861,9,48,-1,6,7
,,924,66414,0,236193,2,48,-1,6,7
,,925,66416,0,134971,5,48,-1,6,7
,,926,66417,0,134157,1,48,7,6,7
,,927,66468,0,132150,2,48,4,6,7
,,928,66469,0,132252,7,48,-1,6,7
,,929,66470,0,134155,1,48,0,6,7
,,931,66481,0,134437,5,48,-1,6,7
,,932,66482,0,651538,7,48,-1,6,7
,,933,66483,0,254857,4,48,-1,6,7
,,934,66485,0,132104,3,48,-1,6,7
,,935,66486,0,132196,7,48,-1,6,7
,,936,66487,0,648918,7,48,0,6,7
,,937,66488,0,134154,1,48,0,6,7
,,938,66489,0,134157,1,48,0,6,7
,,939,66490,0,134158,1,48,0,6,7
,,941,66492,0,132211,7,48,-1,6,7
,,942,66493,0,237579,8,48,-1,6,7
,,943,66494,0,236193,2,48,-1,6,7
,,944,66495,0,132186,6,48,-1,6,7
